20200508_SD_Ucpdd_K1;Test;TX001;TX002;TX003;;;;;;;;;;;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;;;;;;;;;;;;
Box;Animal No.;Weight [g];Diet;Genotype;Text3;;;;;;;;;;;;
4;2265;26.81;HFD;KO;Text3-4;;;;;;;;;;;;
5;2195;34.98;HFD;WT;Text3-5;;;;;;;;;;;;
7;2262;37.68;HFD;WT;Text3-7;;;;;;;;;;;;
8;2263;36.32;HFD;KO;Text3-8;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Date;Time;Animal No.;Box;S.Flow;Ref.O2;Ref.CO2;Ref.TD;Flow;Temp;O2;CO2;TD;dO2;dCO2;VO2(3);VCO2(3);RER
;;;;[l/min];[%];[%];[°C];[l/min];[°C];[%];[%];[°C];[%];[%];[ml/h];[ml/h];
09.05.2020;04:57;2262;7;0,4;20,77;0,061;-138,605;0,5;29,2;20,57;0,225;-138,604;0,1977;0,1645;62;49;0,797
09.05.2020;05:02;2262;7;0,4;20,77;0,06;-138,605;0,49;29,1;20,6;0,206;-138,605;0,1756;0,1464;54;43;0,799
09.05.2020;05:07;2262;7;0,4;20,77;0,059;-138,605;0,5;29,1;20,61;0,191;-138,606;0,1608;0,1326;50;39;0,788
09.05.2020;05:12;2262;7;0,4;20,77;0,059;-138,605;0,5;29,1;20,61;0,193;-138,605;0,1645;0,1341;52;40;0,777
09.05.2020;05:17;2262;7;0,4;20,77;0,058;-138,605;0,5;29,1;20,62;0,18;-138,605;0,1498;0,1213;47;36;0,771
09.05.2020;05:22;2262;7;0,4;20,77;0,059;-138,605;0,5;29,1;20,57;0,226;-138,605;0,2013;0,1675;63;50;0,797
09.05.2020;05:27;2262;7;0,4;20,77;0,06;-138,605;0,5;29,1;20,55;0,247;-138,605;0,2222;0,1866;70;56;0,806
09.05.2020;05:32;2262;7;0,4;20,77;0,059;-138,605;0,5;29,1;20,6;0,196;-138,605;0,167;0,1365;53;41;0,78
09.05.2020;05:37;2262;7;0,4;20,77;0,059;-138,606;0,5;29,1;20,63;0,176;-138,605;0,1461;0,1174;46;35;0,764
09.05.2020;05:42;2262;7;0,4;20,77;0,059;-138,605;0,5;29,1;20,63;0,175;-138,605;0,1436;0,1159;45;35;0,768
09.05.2020;05:47;2262;7;0,4;20,77;0,059;-138,605;0,5;29,1;20,62;0,185;-138,605;0,1572;0,1262;49;38;0,764
09.05.2020;05:52;2262;7;0,4;20,77;0,061;-138,605;0,49;29,1;20,63;0,179;-138,605;0,1424;0,1179;44;35;0,792
09.05.2020;05:57;2262;7;0,4;20,77;0,06;-138,605;0,5;29,1;20,55;0,248;-138,605;0,2173;0,1886;68;57;0,839
09.05.2020;06:02;2262;7;0,4;20,77;0,06;-138,605;0,5;29,2;20,54;0,258;-138,606;0,2333;0,1984;73;60;0,818
09.05.2020;06:07;2262;7;0,4;20,77;0,06;-138,605;0,5;29,2;20,49;0,296;-138,605;0,2787;0,2362;86;70;0,815
09.05.2020;06:12;2262;7;0,4;20,77;0,061;-138,604;0,5;29,2;20,52;0,268;-138,605;0,2456;0,2073;77;62;0,811
09.05.2020;06:17;2262;7;0,4;20,77;0,062;-138,605;0,5;29,2;20,52;0,28;-138,605;0,2505;0,2176;77;65;0,84
09.05.2020;06:22;2262;7;0,4;20,77;0,063;-138,605;0,5;29,3;20,54;0,259;-138,605;0,2308;0,1955;72;58;0,814
09.05.2020;06:27;2262;7;0,4;20,77;0,063;-138,605;0,5;29,2;20,58;0,215;-138,606;0,1842;0,1527;57;45;0,794
09.05.2020;06:32;2262;7;0,4;20,77;0,063;-138,605;0,5;29,2;20,6;0,203;-138,606;0,1645;0,1395;51;42;0,815
09.05.2020;06:37;2262;7;0,4;20,77;0,063;-138,605;0,5;29,2;20,6;0,206;-138,605;0,1657;0,1434;51;43;0,836
09.05.2020;06:42;2262;7;0,4;20,77;0,062;-138,605;0,5;29,2;20,61;0,197;-138,604;0,1559;0,1351;48;40;0,837
09.05.2020;06:47;2262;7;0,4;20,77;0,061;-138,605;0,5;29,2;20,61;0,203;-138,605;0,1633;0,1424;51;43;0,844
09.05.2020;06:52;2262;7;0,4;20,77;0,061;-138,605;0,5;29,2;20,52;0,278;-138,605;0,2456;0,2176;75;65;0,86
09.05.2020;06:57;2262;7;0,4;20,77;0,061;-138,605;0,5;29,3;20,52;0,275;-138,605;0,248;0,2141;77;64;0,834
09.05.2020;07:02;2262;7;0,4;20,77;0,061;-138,605;0,5;29,3;20,56;0,242;-138,606;0,2124;0,1817;66;54;0,824
09.05.2020;07:07;2262;7;0,4;20,77;0,06;-138,605;0,5;29,3;20,61;0,196;-138,605;0,1645;0,136;52;41;0,791
09.05.2020;07:12;2262;7;0,4;20,77;0,061;-138,605;0,5;29,3;20,63;0,179;-138,605;0,1449;0,1184;46;36;0,78
09.05.2020;07:17;2262;7;0,4;20,77;0,061;-138,605;0,5;29,3;20,63;0,175;-138,605;0,1412;0,1144;44;34;0,772
09.05.2020;07:22;2262;7;0,4;20,77;0,06;-138,604;0,5;29,3;20,63;0,177;-138,605;0,1449;0,1174;45;35;0,772
09.05.2020;07:27;2262;7;0,4;20,77;0,06;-138,605;0,5;29,3;20,63;0,178;-138,605;0,1449;0,1179;46;35;0,776
09.05.2020;07:32;2262;7;0,4;20,77;0,062;-138,605;0,5;29,4;20,63;0,176;-138,606;0,1375;0,1139;43;34;0,793
09.05.2020;07:37;2262;7;0,4;20,77;0,062;-138,604;0,49;29,4;20,63;0,18;-138,605;0,1436;0,1174;45;35;0,78
09.05.2020;07:42;2262;7;0,4;20,77;0,062;-138,606;0,5;29,4;20,61;0,188;-138,605;0,1572;0,1262;50;38;0,764
09.05.2020;07:47;2262;7;0,4;20,77;0,061;-138,605;0,5;29,4;20,56;0,24;-138,605;0,2149;0,1793;67;54;0,8
09.05.2020;07:52;2262;7;0,4;20,77;0,06;-138,605;0,5;29,3;20,53;0,27;-138,605;0,2431;0,2097;75;63;0,833
09.05.2020;07:57;2262;7;0,4;20,77;0,06;-138,605;0,5;29,1;20,55;0,245;-138,606;0,2222;0,1852;69;55;0,798
09.05.2020;08:02;2262;7;0,4;20,77;0,06;-138,605;0,5;29;20,6;0,193;-138,606;0,1682;0,1326;53;40;0,747
09.05.2020;08:07;2262;7;0,4;20,77;0,06;-138,605;0,5;29;20,62;0,182;-138,606;0,151;0,1223;47;37;0,771
09.05.2020;08:12;2262;7;0,4;20,77;0,06;-138,605;0,5;29;20,56;0,235;-138,605;0,2099;0,1748;66;52;0,798
09.05.2020;08:17;2262;7;0,4;20,77;0,063;-138,605;0,5;29;20,58;0,22;-138,606;0,1878;0,1577;59;48;0,805
09.05.2020;08:22;2262;7;0,4;20,77;0,062;-138,606;0,5;29,1;20,62;0,185;-138,605;0,1522;0,1233;48;37;0,771
09.05.2020;08:27;2262;7;0,4;20,77;0,061;-138,606;0,49;29,1;20,62;0,176;-138,605;0,1461;0,1149;46;34;0,745
09.05.2020;08:32;2262;7;0,4;20,77;0,061;-138,605;0,5;29,1;20,62;0,177;-138,605;0,1473;0,1159;47;35;0,745
09.05.2020;08:37;2262;7;0,4;20,77;0,061;-138,606;0,5;29,1;20,59;0,204;-138,605;0,178;0,1434;56;43;0,766
09.05.2020;08:42;2262;7;0,4;20,77;0,06;-138,606;0,5;29,2;20,54;0,249;-138,605;0,2296;0,1886;72;56;0,785
09.05.2020;08:47;2262;7;0,4;20,77;0,06;-138,605;0,5;29,2;20,58;0,212;-138,605;0,1866;0,1518;59;46;0,775
09.05.2020;08:52;2262;7;0,4;20,77;0,059;-138,605;0,49;29,3;20,63;0,175;-138,605;0,1449;0,1154;45;34;0,756
09.05.2020;08:57;2262;7;0,4;20,77;0,059;-138,605;0,5;29,3;20,58;0,221;-138,606;0,1964;0,1626;61;48;0,792
09.05.2020;09:02;2262;7;0,4;20,77;0,059;-138,605;0,5;29,3;20,61;0,189;-138,606;0,1596;0,1297;50;39;0,774
09.05.2020;09:07;2262;7;0,4;20,77;0,059;-138,605;0,5;29,4;20,62;0,18;-138,605;0,151;0,1213;47;36;0,764
09.05.2020;09:12;2262;7;0,4;20,77;0,058;-138,605;0,5;29,4;20,63;0,171;-138,605;0,14;0,1125;44;34;0,764
09.05.2020;09:17;2262;7;0,4;20,77;0,058;-138,606;0,5;29,4;20,63;0,172;-138,606;0,1436;0,1134;45;34;0,748
09.05.2020;09:22;2262;7;0,4;20,77;0,06;-138,605;0,5;29,4;20,63;0,174;-138,605;0,1436;0,1144;45;34;0,756
09.05.2020;09:27;2262;7;0,4;20,77;0,059;-138,605;0,5;29,2;20,63;0,169;-138,605;0,1387;0,1095;44;33;0,748
09.05.2020;09:32;2262;7;0,4;20,77;0,06;-138,606;0,5;29;20,63;0,171;-138,606;0,14;0,1115;44;33;0,756
09.05.2020;09:37;2262;7;0,4;20,77;0,058;-138,606;0,49;29;20,57;0,221;-138,606;0,2001;0,1631;62;48;0,777
09.05.2020;09:42;2262;7;0,4;20,77;0,058;-138,605;0,5;29;20,54;0,248;-138,606;0,2296;0,1906;71;57;0,795
09.05.2020;09:47;2262;7;0,4;20,77;0,057;-138,605;0,5;29;20,58;0,215;-138,606;0,1964;0,1586;62;47;0,769
09.05.2020;09:52;2262;7;0,4;20,77;0,057;-138,606;0,49;29;20,56;0,235;-138,605;0,2198;0,1773;69;53;0,768
09.05.2020;09:57;2262;7;0,4;20,77;0,057;-138,605;0,5;29;20,54;0,243;-138,605;0,2308;0,1866;72;56;0,77
09.05.2020;10:02;2262;7;0,4;20,78;0,056;-138,605;0,5;29,1;20,6;0,193;-138,606;0,1731;0,1375;54;41;0,754
09.05.2020;10:07;2262;7;0,4;20,78;0,055;-138,605;0,5;29,1;20,62;0,176;-138,605;0,1535;0,1208;49;36;0,746
09.05.2020;10:12;2262;7;0,4;20,78;0,054;-138,605;0,5;29,1;20,63;0,168;-138,605;0,1436;0,1139;45;34;0,752
09.05.2020;10:17;2262;7;0,4;20,78;0,054;-138,605;0,5;29,2;20,64;0,167;-138,605;0,1412;0,1134;45;34;0,764
09.05.2020;10:22;2262;7;0,4;20,78;0,054;-138,605;0,5;29,2;20,63;0,174;-138,606;0,1498;0,1198;48;36;0,76
09.05.2020;10:27;2262;7;0,4;20,78;0,053;-138,605;0,5;29,3;20,62;0,18;-138,605;0,1633;0,1267;51;38;0,733
09.05.2020;10:32;2262;7;0,4;20,78;0,052;-138,605;0,49;29,3;20,57;0,225;-138,606;0,2099;0,1729;65;51;0,787
09.05.2020;10:37;2262;7;0,4;20,78;0,052;-138,606;0,5;29,4;20,6;0,201;-138,605;0,1842;0,1493;58;45;0,772
09.05.2020;10:42;2262;7;0,4;20,78;0,052;-138,605;0,5;29,4;20,63;0,178;-138,605;0,1535;0,1252;48;38;0,778
09.05.2020;10:47;2262;7;0,4;20,78;0,054;-138,605;0,5;29,5;20,63;0,175;-138,605;0,1449;0,1208;45;36;0,799
09.05.2020;10:52;2262;7;0,4;20,78;0,053;-138,605;0,5;29,4;20,63;0,177;-138,605;0,151;0,1238;47;37;0,782
09.05.2020;10:57;2262;7;0,4;20,78;0,053;-138,605;0,5;29,2;20,61;0,195;-138,605;0,1719;0,1424;53;42;0,793
09.05.2020;11:02;2262;7;0,4;20,78;0,053;-138,605;0,5;29,1;20,55;0,247;-138,605;0,2296;0,194;72;58;0,812
09.05.2020;11:07;2262;7;0,4;20,78;0,052;-138,606;0,5;29,1;20,6;0,206;-138,606;0,1829;0,1532;57;46;0,803
09.05.2020;11:12;2262;7;0,4;20,78;0,052;-138,606;0,5;29;20,63;0,175;-138,606;0,151;0,1228;48;37;0,775
09.05.2020;11:17;2262;7;0,4;20,78;0,051;-138,606;0,5;29;20,63;0,174;-138,606;0,1559;0,1228;49;37;0,746
09.05.2020;11:22;2262;7;0,4;20,78;0,051;-138,605;0,5;29;20,63;0,174;-138,605;0,1535;0,1233;49;37;0,764
09.05.2020;11:27;2262;7;0,4;20,78;0,051;-138,605;0,49;29;20,62;0,181;-138,605;0,1633;0,1306;51;39;0,76
09.05.2020;11:32;2262;7;0,4;20,78;0,051;-138,605;0,5;29,1;20,6;0,192;-138,605;0,178;0,141;56;42;0,751
09.05.2020;11:37;2262;7;0,4;20,78;0,05;-138,606;0,5;29,1;20,61;0,189;-138,606;0,1731;0,1395;54;42;0,767
09.05.2020;11:42;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,63;0,172;-138,605;0,1461;0,1218;46;36;0,799
09.05.2020;11:47;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,64;0,168;-138,606;0,1436;0,1179;45;35;0,784
09.05.2020;11:52;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,63;0,174;-138,606;0,1547;0,1243;49;37;0,764
09.05.2020;11:57;2262;7;0,4;20,78;0,051;-138,605;0,5;29,3;20,63;0,17;-138,605;0,1486;0,1193;47;36;0,764
09.05.2020;12:02;2262;7;0,4;20,78;0,049;-138,605;0,5;29,3;20,63;0,17;-138,606;0,1498;0,1203;47;36;0,764
09.05.2020;12:07;2262;7;0,4;20,78;0,049;-138,605;0,5;29,3;20,63;0,17;-138,605;0,1535;0,1208;49;36;0,746
09.05.2020;12:12;2262;7;0,4;20,78;0,049;-138,605;0,5;29,4;20,64;0,169;-138,605;0,1473;0,1198;46;36;0,775
09.05.2020;12:17;2262;7;0,4;20,78;0,049;-138,606;0,5;29,4;20,63;0,174;-138,606;0,1559;0,1247;49;37;0,76
09.05.2020;12:22;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,63;0,177;-138,605;0,1584;0,1282;49;38;0,771
09.05.2020;12:27;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,57;0,227;-138,605;0,2087;0,1778;65;53;0,82
09.05.2020;12:32;2262;7;0,4;20,78;0,049;-138,606;0,5;29,1;20,49;0,293;-138,605;0,2897;0,2441;91;73;0,809
09.05.2020;12:37;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,56;0,24;-138,606;0,2259;0,1915;70;57;0,815
09.05.2020;12:42;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,53;0,271;-138,605;0,2578;0,2225;80;67;0,833
09.05.2020;12:47;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,54;0,261;-138,606;0,2456;0,2107;76;63;0,827
09.05.2020;12:52;2262;7;0,4;20,78;0,051;-138,605;0,5;29,2;20,54;0,262;-138,605;0,2443;0,2102;76;63;0,83
09.05.2020;12:57;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,54;0,257;-138,605;0,2406;0,2068;75;62;0,829
09.05.2020;13:02;2262;7;0,4;20,78;0,049;-138,606;0,5;29,2;20,52;0,278;-138,605;0,2627;0,2289;81;68;0,843
09.05.2020;13:07;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,54;0,26;-138,604;0,2431;0,2112;75;63;0,84
09.05.2020;13:12;2262;7;0,4;20,78;0,048;-138,605;0,5;29,3;20,61;0,2;-138,606;0,1768;0,1518;55;45;0,828
09.05.2020;13:17;2262;7;0,4;20,78;0,049;-138,605;0,49;29,3;20,63;0,18;-138,606;0,151;0,1311;46;39;0,839
09.05.2020;13:22;2262;7;0,4;20,78;0,047;-138,605;0,5;29,3;20,64;0,17;-138,605;0,1436;0,1228;44;37;0,823
09.05.2020;13:27;2262;7;0,4;20,79;0,047;-138,605;0,5;29,3;20,65;0,164;-138,605;0,1375;0,1174;43;35;0,822
09.05.2020;13:32;2262;7;0,4;20,79;0,046;-138,605;0,5;29,4;20,64;0,168;-138,605;0,1412;0,1213;44;36;0,829
09.05.2020;13:37;2262;7;0,4;20,79;0,047;-138,605;0,5;29,4;20,64;0,172;-138,606;0,1461;0,1247;45;37;0,822
09.05.2020;13:42;2262;7;0,4;20,79;0,047;-138,605;0,5;29,5;20,62;0,188;-138,606;0,1657;0,1414;52;42;0,822
09.05.2020;13:47;2262;7;0,4;20,79;0,047;-138,605;0,5;29,3;20,56;0,243;-138,605;0,2234;0,1964;69;59;0,852
09.05.2020;13:52;2262;7;0,4;20,78;0,047;-138,605;0,5;29,2;20,55;0,247;-138,605;0,2333;0,1999;72;59;0,826
09.05.2020;13:57;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,54;0,258;-138,605;0,2468;0,2102;77;63;0,82
09.05.2020;14:02;2262;7;0,4;20,79;0,047;-138,605;0,5;29;20,57;0,223;-138,605;0,2112;0,1753;66;52;0,795
09.05.2020;14:07;2262;7;0,4;20,79;0,046;-138,605;0,5;29;20,63;0,177;-138,606;0,1596;0,1306;50;39;0,781
09.05.2020;14:12;2262;7;0,4;20,79;0,046;-138,606;0,5;29;20,65;0,16;-138,606;0,1412;0,1139;44;34;0,768
09.05.2020;14:17;2262;7;0,4;20,79;0,046;-138,605;0,5;29;20,65;0,16;-138,605;0,14;0,1134;44;34;0,772
09.05.2020;14:22;2262;7;0,4;20,79;0,046;-138,605;0,5;29;20,64;0,162;-138,606;0,1436;0,1159;45;35;0,768
09.05.2020;14:27;2262;7;0,4;20,79;0,046;-138,605;0,5;29,1;20,64;0,163;-138,605;0,1486;0,1169;47;35;0,745
09.05.2020;14:32;2262;7;0,4;20,79;0,046;-138,605;0,5;29,1;20,63;0,17;-138,605;0,1559;0,1238;49;37;0,753
09.05.2020;14:37;2262;7;0,4;20,79;0,046;-138,606;0,5;29,1;20,64;0,169;-138,605;0,151;0,1233;47;37;0,779
09.05.2020;14:42;2262;7;0,4;20,79;0,046;-138,606;0,5;29,2;20,65;0,156;-138,605;0,1375;0,11;44;33;0,76
09.05.2020;14:47;2262;7;0,4;20,79;0,046;-138,605;0,5;29,3;20,58;0,216;-138,605;0,2026;0,1704;63;51;0,808
09.05.2020;14:52;2262;7;0,4;20,79;0,046;-138,605;0,49;29,3;20,59;0,213;-138,605;0,1964;0,1665;61;49;0,815
09.05.2020;14:57;2262;7;0,4;20,79;0,047;-138,605;0,5;29,3;20,63;0,177;-138,605;0,1572;0,1301;49;39;0,792
09.05.2020;15:02;2262;7;0,4;20,78;0,047;-138,605;0,5;29,4;20,65;0,159;-138,605;0,1363;0,1125;43;34;0,789
09.05.2020;15:07;2262;7;0,4;20,79;0,046;-138,605;0,5;29,4;20,63;0,167;-138,605;0,1522;0,1213;48;36;0,756
09.05.2020;15:12;2262;7;0,4;20,79;0,046;-138,605;0,5;29,2;20,63;0,171;-138,606;0,1584;0,1247;50;38;0,746
09.05.2020;15:17;2262;7;0,4;20,79;0,046;-138,605;0,5;29,1;20,63;0,177;-138,604;0,1608;0,1301;50;39;0,771
09.05.2020;15:22;2262;7;0,4;20,79;0,047;-138,605;0,5;29,1;20,64;0,161;-138,605;0,1473;0,1134;47;34;0,726
09.05.2020;15:27;2262;7;0,4;20,78;0,047;-138,606;0,49;29;20,63;0,179;-138,606;0,1584;0,1316;49;39;0,796
09.05.2020;15:32;2262;7;0,4;20,79;0,046;-138,606;0,5;29;20,64;0,163;-138,605;0,1461;0,1169;46;35;0,76
09.05.2020;15:37;2262;7;0,4;20,79;0,045;-138,606;0,5;29;20,64;0,161;-138,605;0,1461;0,1154;46;35;0,749
09.05.2020;15:42;2262;7;0,4;20,79;0,045;-138,605;0,5;29;20,64;0,16;-138,605;0,1473;0,1149;46;34;0,737
09.05.2020;15:47;2262;7;0,4;20,79;0,045;-138,605;0,49;29;20,58;0,22;-138,606;0,2087;0,1743;64;52;0,801
09.05.2020;15:52;2262;7;0,4;20,79;0,047;-138,605;0,5;29,1;20,54;0,258;-138,605;0,2456;0,2112;76;63;0,83
09.05.2020;15:57;2262;7;0,4;20,79;0,046;-138,605;0,5;29,2;20,5;0,295;-138,605;0,291;0,2495;91;75;0,826
09.05.2020;16:02;2262;7;0,4;20,79;0,046;-138,605;0,5;29,2;20,58;0,214;-138,606;0,2063;0,1685;64;50;0,779
09.05.2020;16:07;2262;7;0,4;20,79;0,045;-138,605;0,5;29,2;20,62;0,178;-138,605;0,1657;0,1326;52;40;0,76
09.05.2020;16:12;2262;7;0,4;20,79;0,045;-138,605;0,5;29,3;20,64;0,171;-138,606;0,151;0,1257;47;37;0,797
09.05.2020;16:17;2262;7;0,4;20,79;0,045;-138,606;0,5;29,3;20,63;0,181;-138,606;0,1584;0,1351;49;40;0,821
09.05.2020;16:22;2262;7;0,4;20,79;0,045;-138,605;0,5;29,4;20,64;0,177;-138,605;0,151;0,1316;47;39;0,843
09.05.2020;16:27;2262;7;0,4;20,79;0,045;-138,605;0,5;29,4;20,64;0,173;-138,605;0,1473;0,1282;45;38;0,841
09.05.2020;16:32;2262;7;0,4;20,79;0,045;-138,605;0,5;29,4;20,64;0,176;-138,606;0,151;0,1311;47;39;0,839
09.05.2020;16:37;2262;7;0,4;20,79;0,045;-138,605;0,5;29,2;20,64;0,177;-138,606;0,1498;0,1321;46;39;0,855
09.05.2020;16:42;2262;7;0,4;20,79;0,046;-138,606;0,5;29,1;20,63;0,185;-138,605;0,1608;0,1395;50;42;0,838
09.05.2020;16:47;2262;7;0,4;20,78;0,046;-138,605;0,5;29;20,62;0,189;-138,605;0,1645;0,1424;51;42;0,836
09.05.2020;16:52;2262;7;0,4;20,79;0,046;-138,605;0,5;29;20,56;0,249;-138,606;0,232;0,2033;72;61;0,849
09.05.2020;16:57;2262;7;0,4;20,79;0,046;-138,605;0,5;29;20,58;0,224;-138,605;0,205;0,1778;64;53;0,838
09.05.2020;17:02;2262;7;0,4;20,79;0,046;-138,605;0,5;29;20,54;0,263;-138,605;0,2468;0,2166;76;65;0,85
09.05.2020;17:07;2262;7;0,4;20,79;0,046;-138,605;0,5;29,1;20,53;0,272;-138,606;0,2578;0,2259;80;68;0,849
09.05.2020;17:12;2262;7;0,4;20,79;0,046;-138,605;0,5;29,2;20,52;0,28;-138,606;0,2676;0,2338;83;70;0,845
09.05.2020;17:17;2262;7;0,4;20,79;0,046;-138,606;0,5;29,2;20,56;0,24;-138,605;0,2271;0,194;71;58;0,823
09.05.2020;17:22;2262;7;0,4;20,79;0,046;-138,605;0,5;29,2;20,6;0,211;-138,605;0,1903;0,165;59;50;0,838
09.05.2020;17:27;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,62;0,185;-138,605;0,1621;0,1375;50;41;0,816
09.05.2020;17:32;2262;7;0,4;20,78;0,048;-138,605;0,5;29,3;20,63;0,181;-138,605;0,1535;0,1326;48;40;0,834
09.05.2020;17:37;2262;7;0,4;20,79;0,047;-138,605;0,5;29,3;20,63;0,181;-138,606;0,1535;0,1336;47;40;0,842
09.05.2020;17:42;2262;7;0,4;20,79;0,046;-138,606;0,5;29,4;20,62;0,189;-138,605;0,1645;0,1429;51;43;0,84
09.05.2020;17:47;2262;7;0,4;20,79;0,046;-138,605;0,5;29,4;20,57;0,238;-138,605;0,2161;0,1925;66;57;0,866
09.05.2020;17:52;2262;7;0,4;20,79;0,046;-138,606;0,5;29,4;20,6;0,209;-138,605;0,1903;0,1626;59;48;0,823
09.05.2020;17:57;2262;7;0,4;20,79;0,046;-138,605;0,5;29,4;20,61;0,195;-138,606;0,1743;0,1493;54;45;0,825
09.05.2020;18:02;2262;7;0,4;20,79;0,046;-138,605;0,5;29,2;20,62;0,191;-138,606;0,167;0,1454;51;43;0,842
09.05.2020;18:07;2262;7;0,4;20,78;0,047;-138,606;0,5;29,1;20,61;0,205;-138,605;0,1793;0,1572;55;47;0,849
09.05.2020;18:12;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,59;0,217;-138,605;0,1903;0,1689;59;50;0,862
09.05.2020;18:17;2262;7;0,4;20,78;0,047;-138,605;0,5;29;20,6;0,213;-138,605;0,1842;0,1655;56;49;0,875
09.05.2020;18:22;2262;7;0,4;20,79;0,047;-138,605;0,5;29;20,52;0,281;-138,605;0,264;0,2343;82;70;0,862
09.05.2020;18:27;2262;7;0,4;20,79;0,048;-138,606;0,5;29;20,49;0,315;-138,606;0,2959;0,2672;91;81;0,881
09.05.2020;18:32;2262;7;0,4;20,79;0,048;-138,606;0,5;29;20,49;0,306;-138,605;0,2971;0,2578;92;77;0,839
09.05.2020;18:37;2262;7;0,4;20,78;0,049;-138,606;0,5;29,1;20,48;0,313;-138,605;0,3057;0,2637;95;79;0,833
09.05.2020;18:42;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,5;0,291;-138,605;0,2799;0,2431;87;73;0,839
09.05.2020;18:47;2262;7;0,4;20,78;0,048;-138,605;0,49;29,1;20,53;0,272;-138,605;0,2591;0,224;80;66;0,835
09.05.2020;18:52;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,57;0,23;-138,605;0,2136;0,1822;66;54;0,821
09.05.2020;18:57;2262;7;0,4;20,79;0,047;-138,605;0,5;29,1;20,56;0,236;-138,606;0,221;0,1891;69;57;0,824
09.05.2020;19:02;2262;7;0,4;20,79;0,047;-138,605;0,5;29,1;20,54;0,259;-138,606;0,248;0,2122;78;64;0,824
09.05.2020;19:07;2262;7;0,4;20,79;0,047;-138,606;0,5;29,2;20,52;0,275;-138,605;0,2627;0,2284;81;68;0,84
09.05.2020;19:12;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,49;0,304;-138,606;0,2971;0,2549;92;76;0,827
09.05.2020;19:17;2262;7;0,4;20,78;0,048;-138,605;0,5;29,3;20,48;0,318;-138,605;0,3082;0,2701;96;81;0,849
09.05.2020;19:22;2262;7;0,4;20,78;0,047;-138,605;0,5;29,3;20,53;0,263;-138,605;0,2566;0,2151;80;65;0,804
09.05.2020;19:27;2262;7;0,4;20,78;0,047;-138,605;0,5;29,3;20,58;0,215;-138,605;0,2013;0,168;62;50;0,799
09.05.2020;19:32;2262;7;0,4;20,78;0,046;-138,605;0,5;29,2;20,6;0,204;-138,605;0,1829;0,1577;57;47;0,832
09.05.2020;19:37;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,62;0,191;-138,606;0,167;0,1429;52;43;0,825
09.05.2020;19:42;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,58;0,226;-138,605;0,1989;0,1778;62;54;0,87
09.05.2020;19:47;2262;7;0,4;20,78;0,048;-138,605;0,49;29,2;20,55;0,256;-138,605;0,2345;0,2077;72;62;0,86
09.05.2020;19:52;2262;7;0,4;20,78;0,047;-138,606;0,5;29,2;20,6;0,205;-138,605;0,1866;0,1577;58;47;0,812
09.05.2020;19:57;2262;7;0,4;20,79;0,046;-138,605;0,5;29,2;20,57;0,233;-138,605;0,2136;0,1866;66;56;0,846
09.05.2020;20:02;2262;7;0,4;20,79;0,046;-138,606;0,5;29,2;20,61;0,192;-138,606;0,1768;0,1454;55;44;0,786
09.05.2020;20:07;2262;7;0,4;20,79;0,047;-138,605;0,5;29,2;20,62;0,183;-138,605;0,167;0,136;52;40;0,777
09.05.2020;20:12;2262;7;0,4;20,79;0,046;-138,605;0,5;29,2;20,59;0,214;-138,606;0,1989;0,168;62;51;0,811
09.05.2020;20:17;2262;7;0,4;20,79;0,046;-138,605;0,5;29,2;20,62;0,182;-138,605;0,167;0,136;52;41;0,777
09.05.2020;20:22;2262;7;0,4;20,78;0,047;-138,606;0,49;29,1;20,58;0,215;-138,606;0,2026;0,1675;63;50;0,791
09.05.2020;20:27;2262;7;0,4;20,78;0,049;-138,605;0,49;29,2;20,51;0,289;-138,605;0,2738;0,2392;84;71;0,846
09.05.2020;20:32;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,5;0,294;-138,606;0,2824;0,2446;87;73;0,837
09.05.2020;20:37;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,57;0,226;-138,605;0,2136;0,1768;67;53;0,792
09.05.2020;20:42;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,61;0,189;-138,605;0,1756;0,141;55;42;0,763
