20200508_SD_Ucpdd_K1;Test;TX001;TX002;TX003;;;;;;;;;;;;;;
17.05.2020;10:35;2346;5;0,40;20,77;0,046;-138,606;0,51;29,3;20,64;0,168;-138,605;0,1314;0,1213;41;37;0,905;
17.05.2020;10:40;2346;5;0,40;20,77;0,046;-138,606;0,50;29,3;20,64;0,169;-138,606;0,1338;0,1233;41;37;0,902;
17.05.2020;10:45;2346;5;0,40;20,77;0,046;-138,606;0,49;29,3;20,61;0,200;-138,606;0,1670;0,1542;50;46;0,905;
17.05.2020;10:50;2346;5;0,40;20,77;0,046;-138,605;0,50;29,2;20,55;0,251;-138,606;0,2198;0,2053;67;61;0,918;
17.05.2020;10:55;2346;5;0,40;20,77;0,046;-138,606;0,50;29,0;20,54;0,266;-138,606;0,2370;0,2200;72;66;0,911;
17.05.2020;11:00;2346;5;0,40;20,77;0,045;-138,605;0,50;28,9;20,55;0,255;-138,606;0,2247;0,2092;69;63;0,915;
17.05.2020;11:05;2346;5;0,40;20,77;0,046;-138,606;0,50;28,9;20,59;0,210;-138,606;0,1793;0,1640;55;49;0,895;
17.05.2020;11:10;2346;5;0,40;20,77;0,046;-138,606;0,49;28,8;20,63;0,178;-138,606;0,1461;0,1316;44;39;0,878;
17.05.2020;11:15;2346;5;0,40;20,77;0,046;-138,606;0,50;28,9;20,63;0,172;-138,605;0,1387;0,1262;43;38;0,889;
17.05.2020;11:20;2346;5;0,40;20,77;0,046;-138,606;0,49;28,9;20,63;0,179;-138,605;0,1436;0,1326;43;39;0,905;
17.05.2020;11:25;2346;5;0,40;20,77;0,046;-138,606;0,50;28,9;20,62;0,183;-138,606;0,1510;0,1370;47;41;0,886;
17.05.2020;11:30;2346;5;0,40;20,77;0,045;-138,605;0,51;29,0;20,63;0,178;-138,606;0,1436;0,1326;45;40;0,905;
17.05.2020;11:35;2346;5;0,40;20,77;0,045;-138,605;0,50;29,0;20,63;0,177;-138,606;0,1449;0,1316;45;40;0,887;
17.05.2020;11:40;2346;5;0,40;20,77;0,046;-138,606;0,50;29,1;20,62;0,187;-138,606;0,1510;0,1405;46;42;0,913;
17.05.2020;11:45;2346;5;0,40;20,77;0,046;-138,605;0,50;29,1;20,55;0,257;-138,605;0,2247;0,2107;69;63;0,923;
17.05.2020;11:50;2346;5;0,40;20,77;0,045;-138,605;0,50;29,2;20,58;0,224;-138,606;0,1915;0,1783;59;54;0,914;
17.05.2020;11:55;2346;5;0,40;20,77;0,045;-138,606;0,50;29,2;20,62;0,189;-138,606;0,1572;0,1439;48;43;0,896;
17.05.2020;12:00;2346;5;0,40;20,77;0,045;-138,605;0,51;29,3;20,64;0,171;-138,605;0,1375;0,1257;43;38;0,894;
17.05.2020;12:05;2346;5;0,40;20,77;0,046;-138,605;0,50;29,3;20,64;0,166;-138,606;0,1314;0,1203;40;36;0,896;
17.05.2020;12:10;2346;5;0,40;20,77;0,045;-138,606;0,51;29,4;20,57;0,236;-138,605;0,2063;0,1906;64;58;0,906;
17.05.2020;12:15;2346;5;0,40;20,77;0,044;-138,605;0,50;29,2;20,52;0,284;-138,606;0,2591;0,2397;80;72;0,907;
17.05.2020;12:20;2346;5;0,40;20,77;0,045;-138,606;0,51;29,1;20,54;0,256;-138,605;0,2308;0,2107;72;64;0,892;
17.05.2020;12:25;2346;5;0,40;20,77;0,045;-138,606;0,50;29,0;20,58;0,221;-138,605;0,1903;0,1758;58;53;0,906;
17.05.2020;12:30;2346;5;0,40;20,77;0,047;-138,606;0,50;29,0;20,61;0,193;-138,606;0,1596;0,1459;49;44;0,894;
17.05.2020;12:35;2346;5;0,40;20,77;0,046;-138,606;0,51;28,9;20,63;0,178;-138,605;0,1436;0,1311;45;40;0,892;
17.05.2020;12:40;2346;5;0,40;20,77;0,045;-138,606;0,50;28,9;20,63;0,179;-138,605;0,1436;0,1336;44;40;0,913;
17.05.2020;12:45;2346;5;0,40;20,77;0,045;-138,605;0,51;28,9;20,63;0,178;-138,606;0,1436;0,1331;44;40;0,909;
17.05.2020;12:50;2346;5;0,40;20,77;0,044;-138,605;0,50;29,0;20,62;0,182;-138,605;0,1498;0,1375;46;41;0,899;
17.05.2020;12:55;2346;5;0,40;20,77;0,044;-138,605;0,49;29,0;20,63;0,173;-138,605;0,1424;0,1282;43;37;0,877;
17.05.2020;13:00;2346;5;0,40;20,77;0,044;-138,606;0,50;29,0;20,63;0,181;-138,606;0,1473;0,1365;45;41;0,909;
17.05.2020;13:05;2346;5;0,40;20,77;0,044;-138,606;0,50;29,1;20,62;0,184;-138,605;0,1535;0,1400;47;42;0,891;
17.05.2020;13:10;2346;5;0,40;20,77;0,045;-138,606;0,50;29,1;20,63;0,176;-138,606;0,1400;0,1311;43;39;0,922;
17.05.2020;13:15;2346;5;0,40;20,77;0,044;-138,606;0,50;29,2;20,63;0,180;-138,606;0,1449;0,1351;45;41;0,916;
17.05.2020;13:20;2346;5;0,40;20,77;0,044;-138,606;0,50;29,2;20,63;0,178;-138,606;0,1436;0,1341;44;40;0,917;
17.05.2020;13:25;2346;5;0,40;20,77;0,046;-138,605;0,50;29,3;20,56;0,240;-138,606;0,2087;0,1940;64;58;0,913;
17.05.2020;13:30;2346;5;0,40;20,77;0,046;-138,606;0,51;29,4;20,57;0,232;-138,606;0,1977;0,1856;61;56;0,924;
17.05.2020;13:35;2346;5;0,40;20,77;0,046;-138,605;0,50;29,4;20,60;0,202;-138,606;0,1694;0,1557;52;47;0,900;
17.05.2020;13:40;2346;5;0,40;20,77;0,045;-138,606;0,50;29,2;20,53;0,275;-138,606;0,2431;0,2294;74;69;0,930;
17.05.2020;13:45;2346;5;0,40;20,77;0,046;-138,606;0,50;29,1;20,55;0,252;-138,605;0,2210;0,2063;68;62;0,917;
17.05.2020;13:50;2346;5;0,40;20,77;0,045;-138,605;0,50;29,0;20,61;0,192;-138,605;0,1621;0,1468;50;44;0,884;
17.05.2020;13:55;2346;5;0,40;20,77;0,044;-138,605;0,50;28,9;20,63;0,177;-138,606;0,1436;0,1321;44;39;0,901;
17.05.2020;14:00;2346;5;0,40;20,77;0,044;-138,605;0,51;28,9;20,62;0,187;-138,605;0,1535;0,1429;48;44;0,915;
17.05.2020;14:05;2346;5;0,40;20,77;0,044;-138,606;0,50;28,9;20,63;0,179;-138,606;0,1461;0,1341;44;40;0,898;
17.05.2020;14:10;2346;5;0,40;20,77;0,045;-138,606;0,50;28,9;20,63;0,176;-138,606;0,1412;0,1306;43;39;0,907;
17.05.2020;14:15;2346;5;0,40;20,77;0,045;-138,606;0,49;29,0;20,62;0,191;-138,605;0,1572;0,1459;47;43;0,911;
17.05.2020;14:20;2346;5;0,40;20,77;0,045;-138,606;0,50;29,0;20,62;0,187;-138,606;0,1522;0,1424;46;43;0,920;
17.05.2020;14:25;2346;5;0,40;20,77;0,045;-138,606;0,50;29,1;20,62;0,181;-138,606;0,1498;0,1365;46;41;0,891;
17.05.2020;14:30;2346;5;0,40;20,77;0,044;-138,605;0,51;29,1;20,62;0,183;-138,605;0,1498;0,1390;47;42;0,911;
17.05.2020;14:35;2346;5;0,40;20,77;0,044;-138,605;0,50;29,1;20,62;0,186;-138,605;0,1510;0,1414;46;42;0,921;
17.05.2020;14:40;2346;5;0,40;20,77;0,044;-138,606;0,50;29,2;20,61;0,195;-138,606;0,1608;0,1508;49;45;0,922;
17.05.2020;14:45;2346;5;0,40;20,77;0,045;-138,606;0,49;29,3;20,56;0,255;-138,605;0,2149;0,2092;64;62;0,967;
17.05.2020;14:50;2346;5;0,40;20,77;0,045;-138,606;0,49;29,3;20,60;0,203;-138,605;0,1719;0,1577;52;46;0,898;
17.05.2020;14:55;2346;5;0,40;20,77;0,046;-138,605;0,50;29,4;20,58;0,220;-138,606;0,1940;0,1734;60;52;0,869;
17.05.2020;15:00;2346;5;0,40;20,77;0,046;-138,606;0,50;29,4;20,63;0,183;-138,606;0,1461;0,1375;45;41;0,927;
17.05.2020;15:05;2346;5;0,40;20,77;0,046;-138,605;0,50;29,3;20,56;0,249;-138,606;0,2161;0,2028;66;61;0,924;
17.05.2020;15:10;2346;5;0,40;20,77;0,045;-138,606;0,50;29,1;20,62;0,182;-138,606;0,1522;0,1365;47;41;0,873;
17.05.2020;15:15;2346;5;0,40;20,77;0,045;-138,606;0,50;29,0;20,62;0,188;-138,605;0,1584;0,1429;49;43;0,880;
17.05.2020;15:20;2346;5;0,40;20,77;0,045;-138,605;0,49;28,9;20,62;0,185;-138,606;0,1522;0,1405;46;42;0,904;
17.05.2020;15:25;2346;5;0,40;20,77;0,045;-138,606;0,50;28,9;20,63;0,181;-138,606;0,1486;0,1360;46;41;0,896;
17.05.2020;15:30;2346;5;0,40;20,77;0,045;-138,606;0,51;28,9;20,62;0,181;-138,605;0,1522;0,1360;47;41;0,869;
17.05.2020;15:35;2346;5;0,40;20,77;0,045;-138,605;0,50;28,9;20,63;0,181;-138,606;0,1473;0,1360;45;40;0,905;
17.05.2020;15:40;2346;5;0,40;20,77;0,044;-138,606;0,50;28,9;20,64;0,171;-138,606;0,1387;0,1272;43;38;0,897;
17.05.2020;15:45;2346;5;0,40;20,77;0,046;-138,605;0,50;29,0;20,63;0,182;-138,606;0,1461;0,1360;45;41;0,915;
17.05.2020;15:50;2346;5;0,40;20,77;0,048;-138,606;0,50;29,0;20,63;0,175;-138,605;0,1363;0,1272;42;38;0,917;
17.05.2020;15:55;2346;5;0,40;20,77;0,046;-138,605;0,50;29,1;20,61;0,192;-138,606;0,1584;0,1464;48;44;0,906;
17.05.2020;16:00;2346;5;0,40;20,77;0,046;-138,606;0,50;29,1;20,62;0,188;-138,605;0,1584;0,1419;49;43;0,872;
17.05.2020;16:05;2346;5;0,40;20,77;0,045;-138,606;0,50;29,2;20,60;0,201;-138,606;0,1719;0,1562;53;47;0,887;
17.05.2020;16:10;2346;5;0,40;20,77;0,045;-138,605;0,51;29,2;20,55;0,259;-138,606;0,2284;0,2141;71;65;0,923;
17.05.2020;16:15;2346;5;0,40;20,77;0,045;-138,606;0,51;29,3;20,54;0,262;-138,606;0,2333;0,2166;72;66;0,911;
17.05.2020;16:20;2346;5;0,40;20,77;0,045;-138,606;0,50;29,3;20,55;0,252;-138,606;0,2234;0,2068;69;62;0,908;
17.05.2020;16:25;2346;5;0,40;20,77;0,045;-138,606;0,50;29,4;20,61;0,194;-138,606;0,1633;0,1488;50;45;0,891;
17.05.2020;16:30;2346;5;0,40;20,77;0,045;-138,606;0,50;29,3;20,62;0,183;-138,605;0,1498;0,1380;46;42;0,903;
17.05.2020;16:35;2346;5;0,40;20,77;0,046;-138,606;0,50;29,1;20,63;0,173;-138,605;0,1387;0,1267;43;38;0,893;
17.05.2020;16:40;2346;5;0,40;20,77;0,046;-138,605;0,49;29,0;20,62;0,188;-138,605;0,1498;0,1419;45;42;0,935;
17.05.2020;16:45;2346;5;0,40;20,77;0,045;-138,606;0,50;28,9;20,62;0,183;-138,606;0,1535;0,1385;48;42;0,880;
17.05.2020;16:50;2346;5;0,40;20,77;0,045;-138,606;0,50;28,9;20,62;0,181;-138,605;0,1522;0,1355;47;41;0,865;
17.05.2020;16:55;2346;5;0,40;20,77;0,045;-138,605;0,50;28,9;20,61;0,196;-138,606;0,1645;0,1508;51;45;0,897;
17.05.2020;17:00;2346;5;0,40;20,77;0,047;-138,605;0,50;28,9;20,61;0,197;-138,606;0,1608;0,1498;49;45;0,915;
17.05.2020;17:05;2346;5;0,40;20,77;0,049;-138,606;0,49;29,0;20,62;0,185;-138,605;0,1461;0,1355;44;40;0,911;
17.05.2020;17:10;2346;5;0,40;20,77;0,048;-138,606;0,50;29,0;20,62;0,184;-138,606;0,1461;0,1365;44;41;0,919;
17.05.2020;17:15;2346;5;0,40;20,77;0,046;-138,606;0,50;29,1;20,60;0,208;-138,606;0,1707;0,1611;52;48;0,930;
17.05.2020;17:20;2346;5;0,40;20,77;0,046;-138,606;0,50;29,1;20,59;0,214;-138,606;0,1793;0,1680;55;51;0,922;
17.05.2020;17:25;2346;5;0,40;20,77;0,046;-138,606;0,51;29,3;20,55;0,262;-138,605;0,2185;0,2151;67;65;0,980;
17.05.2020;17:30;2346;5;0,40;20,77;0,046;-138,606;0,50;29,3;20,52;0,285;-138,606;0,2517;0,2387;76;72;0,936;
17.05.2020;17:35;2346;5;0,40;20,77;0,045;-138,606;0,50;29,5;20,50;0,292;-138,605;0,2738;0,2470;84;74;0,880;
17.05.2020;17:40;2346;5;0,40;20,77;0,048;-138,606;0,51;29,5;20,47;0,324;-138,606;0,3045;0,2760;95;84;0,885;
17.05.2020;17:45;2346;5;0,40;20,77;0,048;-138,606;0,50;29,5;20,49;0,303;-138,606;0,2799;0,2549;86;77;0,890;
17.05.2020;17:50;2346;5;0,40;20,77;0,048;-138,606;0,50;29,3;20,54;0,258;-138,606;0,2308;0,2092;70;62;0,885;
17.05.2020;17:55;2346;5;0,40;20,77;0,048;-138,606;0,50;29,1;20,56;0,242;-138,605;0,2112;0,1935;65;58;0,897;
17.05.2020;18:00;2346;5;0,40;20,77;0,047;-138,606;0,50;29,0;20,61;0,192;-138,606;0,1633;0,1444;51;43;0,858;
17.05.2020;18:05;2346;5;0,40;20,77;0,047;-138,606;0,50;29,0;20,62;0,184;-138,605;0,1510;0,1365;47;41;0,882;
17.05.2020;18:10;2346;5;0,40;20,77;0,046;-138,606;0,49;29,0;20,61;0,194;-138,606;0,1608;0,1478;49;44;0,900;
17.05.2020;18:15;2346;5;0,40;20,77;0,046;-138,605;0,50;28,8;20,54;0,259;-138,606;0,2308;0,2127;71;64;0,903;
17.05.2020;18:20;2346;5;0,40;20,77;0,045;-138,606;0,51;28,8;20,51;0,292;-138,606;0,2640;0,2470;81;75;0,920;
17.05.2020;18:25;2346;5;0,40;20,77;0,047;-138,606;0,50;28,8;20,55;0,250;-138,606;0,2247;0,2028;69;61;0,880;
17.05.2020;18:30;2346;5;0,40;20,77;0,048;-138,606;0,50;28,8;20,58;0,216;-138,605;0,1866;0,1675;58;50;0,874;
17.05.2020;18:35;2346;5;0,40;20,77;0,048;-138,606;0,50;28,8;20,52;0,271;-138,606;0,2492;0,2230;76;67;0,871;
17.05.2020;18:40;2346;5;0,40;20,77;0,048;-138,606;0,50;28,8;20,58;0,218;-138,606;0,1952;0,1699;61;51;0,842;
17.05.2020;18:45;2346;5;0,40;20,77;0,048;-138,606;0,50;28,8;20,58;0,217;-138,606;0,1928;0,1689;59;50;0,849;
17.05.2020;18:50;2346;5;0,40;20,77;0,047;-138,606;0,50;28,9;20,59;0,209;-138,606;0,1793;0,1611;55;48;0,875;
17.05.2020;18:55;2346;5;0,40;20,77;0,047;-138,606;0,50;28,8;20,60;0,202;-138,605;0,1707;0,1547;53;46;0,885;
17.05.2020;19:00;2346;5;0,40;20,77;0,047;-138,606;0,50;28,8;20,52;0,273;-138,605;0,2468;0,2259;76;68;0,896;
17.05.2020;19:05;2346;5;0,40;20,77;0,047;-138,606;0,50;28,8;20,46;0,342;-138,606;0,3106;0,2947;94;88;0,936;
17.05.2020;19:10;2346;5;0,40;20,77;0,046;-138,605;0,50;28,9;20,47;0,324;-138,605;0,3082;0,2785;96;84;0,881;
17.05.2020;19:15;2346;5;0,40;20,77;0,045;-138,606;0,50;29,0;20,50;0,293;-138,606;0,2750;0,2480;85;75;0,879;
17.05.2020;19:20;2346;5;0,40;20,77;0,045;-138,606;0,50;29,1;20,49;0,297;-138,605;0,2824;0,2519;87;76;0,868;
17.05.2020;19:25;2346;5;0,40;20,77;0,045;-138,606;0,50;29,0;20,54;0,258;-138,606;0,2357;0,2127;73;64;0,880;
17.05.2020;19:30;2346;5;0,40;20,77;0,047;-138,606;0,50;29,0;20,58;0,222;-138,606;0,1928;0,1753;59;53;0,889;
17.05.2020;19:35;2346;5;0,40;20,77;0,047;-138,606;0,50;28,9;20,60;0,203;-138,606;0,1719;0,1562;53;47;0,887;
17.05.2020;19:40;2346;5;0,40;20,77;0,047;-138,605;0,51;28,9;20,61;0,199;-138,606;0,1645;0,1518;51;46;0,904;
17.05.2020;19:45;2346;5;0,40;20,77;0,046;-138,606;0,50;28,9;20,57;0,232;-138,606;0,2013;0,1856;62;56;0,904;
17.05.2020;19:50;2346;5;0,40;20,77;0,046;-138,606;0,49;28,9;20,51;0,287;-138,606;0,2627;0,2402;80;71;0,894;
17.05.2020;19:55;2346;5;0,40;20,77;0,046;-138,606;0,50;28,9;20,50;0,289;-138,605;0,2676;0,2426;83;73;0,885;
17.05.2020;20:00;2346;5;0,40;20,77;0,045;-138,606;0,50;29,0;20,50;0,290;-138,606;0,2762;0,2446;85;73;0,860;
17.05.2020;20:05;2346;5;0,40;20,77;0,046;-138,606;0,49;29,0;20,56;0,229;-138,606;0,2099;0,1832;64;54;0,844;
17.05.2020;20:10;2346;5;0,40;20,77;0,047;-138,605;0,51;28,9;20,59;0,210;-138,606;0,1866;0,1631;59;50;0,846;
17.05.2020;20:15;2346;5;0,40;20,77;0,046;-138,605;0,50;28,9;20,59;0,210;-138,605;0,1817;0,1635;56;49;0,877;
17.05.2020;20:20;2346;5;0,40;20,77;0,046;-138,606;0,50;28,9;20,57;0,230;-138,606;0,2038;0,1837;63;55;0,878;
17.05.2020;20:25;2346;5;0,40;20,77;0,046;-138,606;0,51;28,9;20,50;0,291;-138,606;0,2701;0,2451;84;75;0,886;
17.05.2020;20:30;2346;5;0,40;20,77;0,047;-138,606;0,50;28,9;20,49;0,298;-138,606;0,2812;0,2510;87;76;0,868;
17.05.2020;20:35;2346;5;0,40;20,77;0,047;-138,606;0,49;28,8;20,49;0,304;-138,606;0,2824;0,2569;86;76;0,889;
17.05.2020;20:40;2346;5;0,40;20,77;0,046;-138,606;0,51;28,6;20,46;0,327;-138,605;0,3155;0,2814;99;86;0,867;
17.05.2020;20:45;2346;5;0,40;20,77;0,046;-138,606;0,50;28,6;20,46;0,322;-138,606;0,3094;0,2765;96;83;0,869;
17.05.2020;20:50;2346;5;0,40;20,77;0,046;-138,606;0,49;28,6;20,48;0,306;-138,605;0,2897;0,2603;88;77;0,875;
17.05.2020;20:55;2346;5;0,40;20,77;0,048;-138,606;0,50;28,7;20,48;0,314;-138,606;0,2934;0,2657;91;80;0,884;
17.05.2020;21:00;2346;5;0,40;20,77;0,048;-138,606;0,50;28,7;20,44;0,349;-138,606;0,3315;0,3006;102;90;0,885;
17.05.2020;21:05;2346;5;0,40;20,77;0,048;-138,606;0,50;28,8;20,47;0,326;-138,606;0,3045;0,2775;94;83;0,891;
17.05.2020;21:10;2346;5;0,40;20,77;0,049;-138,606;0,50;28,9;20,45;0,330;-138,606;0,3168;0,2809;98;85;0,861;
17.05.2020;21:15;2346;5;0,40;20,77;0,049;-138,606;0,51;28,8;20,46;0,324;-138,606;0,3143;0,2755;100;85;0,849;
17.05.2020;21:20;2346;5;0,40;20,77;0,048;-138,605;0,50;28,8;20,52;0,268;-138,606;0,2480;0,2195;77;66;0,859;
17.05.2020;21:25;2346;5;0,40;20,77;0,047;-138,605;0,50;28,9;20,47;0,317;-138,606;0,2996;0,2691;93;81;0,875;
17.05.2020;21:30;2346;5;0,40;20,77;0,047;-138,605;0,50;28,8;20,51;0,279;-138,606;0,2627;0,2318;81;69;0,856;
17.05.2020;21:35;2346;5;0,40;20,77;0,047;-138,605;0,50;28,9;20,50;0,283;-138,605;0,2676;0,2362;83;71;0,856;
17.05.2020;21:40;2346;5;0,40;20,77;0,047;-138,606;0,49;28,8;20,55;0,236;-138,605;0,2185;0,1886;67;56;0,833;
17.05.2020;21:45;2346;5;0,40;20,77;0,047;-138,606;0,51;28,8;20,56;0,230;-138,606;0,2075;0,1822;66;56;0,851;
17.05.2020;21:50;2346;5;0,40;20,77;0,047;-138,605;0,50;28,8;20,49;0,297;-138,606;0,2775;0,2500;86;75;0,878;
17.05.2020;21:55;2346;5;0,40;20,77;0,048;-138,605;0,50;28,7;20,56;0,231;-138,606;0,2075;0,1822;64;55;0,851;
17.05.2020;22:00;2346;5;0,40;20,77;0,050;-138,605;0,50;28,7;20,60;0,196;-138,605;0,1645;0,1454;51;44;0,857;
17.05.2020;22:05;2346;5;0,40;20,77;0,049;-138,606;0,50;28,7;20,61;0,194;-138,606;0,1621;0,1454;50;44;0,873;
17.05.2020;22:10;2346;5;0,40;20,77;0,048;-138,605;0,50;28,7;20,53;0,264;-138,606;0,2394;0,2166;73;65;0,883;
17.05.2020;22:15;2346;5;0,40;20,77;0,048;-138,605;0,50;28,7;20,57;0,222;-138,605;0,1964;0,1739;61;52;0,859;
17.05.2020;22:20;2346;5;0,40;20,77;0,048;-138,605;0,50;28,7;20,60;0,194;-138,606;0,1670;0,1454;52;44;0,842;
17.05.2020;22:25;2346;5;0,40;20,77;0,052;-138,606;0,50;28,7;20,55;0,245;-138,605;0,2161;0,1935;67;58;0,872;
17.05.2020;22:30;2346;5;0,40;20,77;0,050;-138,605;0,50;28,7;20,59;0,204;-138,606;0,1743;0,1542;54;46;0,859;
17.05.2020;22:35;2346;5;0,40;20,77;0,050;-138,605;0,50;28,7;20,59;0,219;-138,605;0,1829;0,1694;56;51;0,909;
17.05.2020;22:40;2346;5;0,40;20,77;0,049;-138,605;0,50;28,7;20,60;0,206;-138,605;0,1719;0,1562;53;47;0,887;
17.05.2020;22:45;2346;5;0,40;20,77;0,050;-138,605;0,50;28,7;20,59;0,208;-138,605;0,1743;0,1581;54;48;0,886;
17.05.2020;22:50;2346;5;0,40;20,77;0,050;-138,605;0,50;28,7;20,59;0,220;-138,606;0,1817;0,1704;56;52;0,923;
17.05.2020;22:55;2346;5;0,40;20,77;0,050;-138,605;0,50;28,7;20,60;0,207;-138,605;0,1707;0,1572;52;47;0,902;
17.05.2020;23:00;2346;5;0,40;20,77;0,051;-138,606;0,50;28,7;20,51;0,285;-138,605;0,2554;0,2343;79;71;0,898;
17.05.2020;23:05;2346;5;0,40;20,77;0,052;-138,605;0,50;28,7;20,51;0,292;-138,606;0,2578;0,2406;79;72;0,917;
17.05.2020;23:10;2346;5;0,40;20,77;0,053;-138,606;0,51;28,7;20,56;0,244;-138,606;0,2087;0,1915;65;58;0,898;
17.05.2020;23:15;2346;5;0,40;20,77;0,052;-138,605;0,50;28,7;20,59;0,212;-138,606;0,1780;0,1606;55;48;0,880;
17.05.2020;23:20;2346;5;0,40;20,77;0,053;-138,606;0,50;28,7;20,59;0,220;-138,605;0,1793;0,1675;55;50;0,918;
17.05.2020;23:25;2346;5;0,40;20,76;0,054;-138,605;0,50;28,7;20,58;0,224;-138,606;0,1866;0,1699;58;51;0,890;
17.05.2020;23:30;2346;5;0,40;20,77;0,052;-138,606;0,50;28,7;20,59;0,209;-138,605;0,1743;0,1562;54;47;0,872;
17.05.2020;23:35;2346;5;0,40;20,77;0,052;-138,605;0,50;28,7;20,59;0,213;-138,606;0,1768;0,1616;55;49;0,894;
17.05.2020;23:40;2346;5;0,40;20,77;0,052;-138,606;0,50;28,7;20,59;0,217;-138,605;0,1793;0,1655;55;50;0,905;
17.05.2020;23:45;2346;5;0,40;20,77;0,052;-138,605;0,50;28,7;20,48;0,317;-138,605;0,2824;0,2642;86;79;0,920;
17.05.2020;23:50;2346;5;0,40;20,77;0,053;-138,605;0,50;28,7;20,49;0,311;-138,606;0,2787;0,2578;85;78;0,907;
17.05.2020;23:55;2346;5;0,40;20,76;0,053;-138,606;0,50;28,9;20,49;0,299;-138,605;0,2701;0,2461;84;74;0,890;
18.05.2020;00:00;2346;5;0,40;20,77;0,052;-138,606;0,49;28,8;20,48;0,302;-138,605;0,2824;0,2500;85;73;0,859;
18.05.2020;00:05;2346;5;0,40;20,77;0,052;-138,605;0,50;28,9;20,49;0,296;-138,606;0,2738;0,2446;85;74;0,869;
18.05.2020;00:10;2346;5;0,40;20,77;0,052;-138,605;0,50;28,8;20,54;0,255;-138,606;0,2296;0,2023;71;61;0,855;
18.05.2020;00:15;2346;5;0,40;20,77;0,053;-138,606;0,50;28,8;20,56;0,240;-138,605;0,2063;0,1871;63;56;0,886;
18.05.2020;00:20;2346;5;0,40;20,77;0,052;-138,605;0,50;28,7;20,59;0,208;-138,606;0,1743;0,1557;54;47;0,869;
18.05.2020;00:25;2346;5;0,40;20,77;0,052;-138,605;0,50;28,7;20,60;0,199;-138,605;0,1657;0,1468;51;44;0,860;
18.05.2020;00:30;2346;5;0,40;20,77;0,052;-138,605;0,50;28,7;20,60;0,199;-138,605;0,1621;0,1473;50;44;0,888;
18.05.2020;00:35;2346;5;0,40;20,77;0,052;-138,605;0,51;28,7;20,57;0,227;-138,605;0,1977;0,1753;62;54;0,861;
18.05.2020;00:40;2346;5;0,40;20,77;0,052;-138,606;0,50;28,7;20,51;0,282;-138,606;0,2541;0,2303;79;70;0,885;
18.05.2020;00:45;2346;5;0,40;20,76;0,054;-138,605;0,50;28,7;20,56;0,234;-138,605;0,2038;0,1798;63;54;0,855;
18.05.2020;00:50;2346;5;0,40;20,77;0,053;-138,605;0,50;28,7;20,59;0,211;-138,605;0,1805;0,1581;56;47;0,849;
18.05.2020;00:55;2346;5;0,40;20,77;0,052;-138,606;0,49;28,7;20,57;0,232;-138,605;0,1989;0,1798;60;53;0,881;
18.05.2020;01:00;2346;5;0,40;20,77;0,051;-138,606;0,50;28,7;20,58;0,216;-138,605;0,1817;0,1650;56;50;0,887;
18.05.2020;01:05;2346;5;0,40;20,77;0,051;-138,605;0,51;28,7;20,60;0,202;-138,605;0,1694;0,1503;53;46;0,861;
18.05.2020;01:10;2346;5;0,40;20,77;0,051;-138,605;0,51;28,7;20,60;0,206;-138,605;0,1682;0,1547;52;47;0,901;
18.05.2020;01:15;2346;5;0,40;20,77;0,051;-138,605;0,50;28,7;20,60;0,207;-138,605;0,1719;0,1552;53;47;0,880;
18.05.2020;01:20;2346;5;0,40;20,77;0,053;-138,605;0,50;28,7;20,61;0,190;-138,605;0,1547;0,1365;48;41;0,856;
18.05.2020;01:25;2346;5;0,40;20,76;0,054;-138,606;0,50;28,7;20,58;0,227;-138,606;0,1878;0,1734;58;52;0,905;
18.05.2020;01:30;2346;5;0,40;20,77;0,052;-138,605;0,50;28,7;20,58;0,217;-138,605;0,1829;0,1645;56;49;0,876;
18.05.2020;01:35;2346;5;0,40;20,77;0,052;-138,605;0,50;28,7;20,56;0,244;-138,605;0,2050;0,1920;62;58;0,921;
18.05.2020;01:40;2346;5;0,40;20,77;0,051;-138,606;0,50;28,8;20,49;0,305;-138,605;0,2750;0,2534;84;76;0,903;
18.05.2020;01:45;2346;5;0,40;20,77;0,051;-138,605;0,50;28,8;20,52;0,275;-138,606;0,2419;0,2235;74;67;0,906;
18.05.2020;01:50;2346;5;0,40;20,77;0,051;-138,605;0,51;28,7;20,57;0,235;-138,605;0,1940;0,1832;60;56;0,931;
18.05.2020;01:55;2346;5;0,40;20,77;0,053;-138,605;0,49;28,7;20,56;0,237;-138,605;0,2026;0,1842;61;55;0,888;
18.05.2020;02:00;2346;5;0,40;20,77;0,052;-138,606;0,51;28,7;20,59;0,213;-138,606;0,1793;0,1616;56;50;0,879;
18.05.2020;02:05;2346;5;0,40;20,77;0,051;-138,605;0,50;28,7;20,59;0,209;-138,605;0,1768;0,1581;55;48;0,870;
18.05.2020;02:10;2346;5;0,40;20,77;0,051;-138,605;0,50;28,7;20,53;0,265;-138,606;0,2370;0,2146;72;64;0,884;
18.05.2020;02:15;2346;5;0,40;20,77;0,050;-138,605;0,50;28,8;20,50;0,293;-138,606;0,2640;0,2426;81;73;0,900;
18.05.2020;02:20;2346;5;0,40;20,77;0,053;-138,605;0,50;28,7;20,57;0,231;-138,605;0,1952;0,1778;60;53;0,890;
18.05.2020;02:25;2346;5;0,40;20,77;0,053;-138,606;0,50;28,7;20,56;0,240;-138,605;0,2026;0,1871;62;56;0,906;
