20200508_SD_Ucpdd_K1;Test;TX001;TX002;TX003;;;;;;;;;;;;;;
15.05.2020;00:10;2356;8;0,40;20,77;0,050;-138,606;0,50;29,0;20,58;0,219;-138,605;0,1915;0,1694;59;51;0,859;
15.05.2020;00:15;2356;8;0,40;20,77;0,050;-138,605;0,50;29,1;20,58;0,214;-138,605;0,1878;0,1645;58;49;0,848;
15.05.2020;00:20;2356;8;0,40;20,77;0,050;-138,605;0,50;29,1;20,56;0,230;-138,605;0,2026;0,1802;62;54;0,865;
15.05.2020;00:25;2356;8;0,40;20,77;0,050;-138,605;0,50;29,2;20,47;0,317;-138,606;0,2971;0,2667;91;80;0,874;
15.05.2020;00:30;2356;8;0,40;20,77;0,052;-138,606;0,49;29,2;20,51;0,283;-138,606;0,2578;0,2308;78;68;0,871;
15.05.2020;00:35;2356;8;0,40;20,76;0,052;-138,605;0,51;29,3;20,49;0,292;-138,605;0,2701;0,2397;85;73;0,862;
15.05.2020;00:40;2356;8;0,40;20,76;0,052;-138,605;0,49;29,2;20,50;0,285;-138,606;0,2664;0,2323;81;69;0,844;
15.05.2020;00:45;2356;8;0,40;20,76;0,053;-138,606;0,50;29,2;20,46;0,324;-138,605;0,3045;0,2711;94;81;0,865;
15.05.2020;00:50;2356;8;0,40;20,77;0,052;-138,605;0,50;29,2;20,48;0,301;-138,605;0,2836;0,2490;88;75;0,851;
15.05.2020;00:55;2356;8;0,40;20,76;0,052;-138,605;0,50;29,2;20,54;0,247;-138,605;0,2247;0,1945;70;58;0,836;
15.05.2020;01:00;2356;8;0,40;20,77;0,051;-138,606;0,49;29,1;20,57;0,215;-138,605;0,1915;0,1645;59;48;0,828;
15.05.2020;01:05;2356;8;0,40;20,77;0,050;-138,605;0,49;29,1;20,59;0,207;-138,606;0,1805;0,1567;55;46;0,839;
15.05.2020;01:10;2356;8;0,40;20,77;0,049;-138,606;0,51;29,1;20,59;0,208;-138,605;0,1805;0,1581;57;48;0,849;
15.05.2020;01:15;2356;8;0,40;20,77;0,048;-138,605;0,50;29,1;20,58;0,212;-138,605;0,1866;0,1635;58;49;0,849;
15.05.2020;01:20;2356;8;0,40;20,77;0,049;-138,605;0,50;29,1;20,57;0,224;-138,605;0,1989;0,1753;61;53;0,855;
15.05.2020;01:25;2356;8;0,40;20,77;0,049;-138,605;0,50;29,2;20,59;0,205;-138,606;0,1780;0,1557;55;47;0,847;
15.05.2020;01:30;2356;8;0,40;20,77;0,049;-138,605;0,50;29,1;20,60;0,193;-138,605;0,1670;0,1439;52;43;0,832;
15.05.2020;01:35;2356;8;0,40;20,77;0,048;-138,605;0,50;29,1;20,55;0,243;-138,605;0,2185;0,1945;67;58;0,865;
15.05.2020;01:40;2356;8;0,40;20,77;0,050;-138,605;0,50;29,2;20,59;0,206;-138,605;0,1780;0,1557;55;47;0,847;
15.05.2020;01:45;2356;8;0,40;20,77;0,049;-138,605;0,50;29,1;20,57;0,228;-138,606;0,2026;0,1788;63;54;0,856;
15.05.2020;01:50;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,59;0,204;-138,605;0,1805;0,1542;56;46;0,823;
15.05.2020;01:55;2356;8;0,40;20,77;0,049;-138,605;0,49;29,2;20,55;0,239;-138,605;0,2210;0,1901;68;56;0,830;
15.05.2020;02:00;2356;8;0,40;20,77;0,051;-138,605;0,49;29,1;20,62;0,175;-138,606;0,1461;0,1243;45;37;0,818;
15.05.2020;02:05;2356;8;0,40;20,77;0,048;-138,605;0,50;29,1;20,60;0,202;-138,605;0,1731;0,1542;53;46;0,866;
15.05.2020;02:10;2356;8;0,40;20,77;0,049;-138,605;0,50;29,1;20,59;0,209;-138,605;0,1805;0,1606;56;48;0,865;
15.05.2020;02:15;2356;8;0,40;20,77;0,049;-138,605;0,50;29,2;20,57;0,221;-138,605;0,1940;0,1724;60;52;0,863;
15.05.2020;02:20;2356;8;0,40;20,77;0,048;-138,606;0,50;29,2;20,58;0,213;-138,606;0,1866;0,1650;58;50;0,858;
15.05.2020;02:25;2356;8;0,40;20,77;0,049;-138,606;0,50;29,3;20,60;0,199;-138,605;0,1694;0,1503;53;45;0,861;
15.05.2020;02:30;2356;8;0,40;20,77;0,048;-138,606;0,50;29,3;20,59;0,206;-138,605;0,1793;0,1577;55;47;0,853;
15.05.2020;02:35;2356;8;0,40;20,77;0,049;-138,605;0,50;29,3;20,55;0,243;-138,605;0,2198;0,1945;68;58;0,859;
15.05.2020;02:40;2356;8;0,40;20,77;0,051;-138,606;0,50;29,4;20,51;0,280;-138,605;0,2566;0,2294;79;69;0,870;
15.05.2020;02:45;2356;8;0,40;20,76;0,052;-138,605;0,51;29,4;20,50;0,294;-138,606;0,2640;0,2421;83;75;0,898;
15.05.2020;02:50;2356;8;0,40;20,77;0,053;-138,605;0,50;29,3;20,47;0,318;-138,605;0,2996;0,2652;92;79;0,859;
15.05.2020;02:55;2356;8;0,40;20,76;0,054;-138,606;0,50;29,3;20,46;0,322;-138,606;0,3008;0,2686;93;80;0,869;
15.05.2020;03:00;2356;8;0,40;20,77;0,051;-138,605;0,50;29,3;20,51;0,278;-138,606;0,2566;0,2274;79;68;0,860;
15.05.2020;03:05;2356;8;0,40;20,77;0,051;-138,605;0,50;29,2;20,51;0,274;-138,605;0,2554;0,2225;79;67;0,843;
15.05.2020;03:10;2356;8;0,40;20,77;0,051;-138,605;0,50;29,2;20,53;0,259;-138,605;0,2357;0,2082;73;62;0,857;
15.05.2020;03:15;2356;8;0,40;20,77;0,050;-138,606;0,50;29,2;20,59;0,205;-138,606;0,1780;0,1547;55;46;0,840;
15.05.2020;03:20;2356;8;0,40;20,77;0,049;-138,605;0,50;29,3;20,53;0,261;-138,606;0,2345;0,2122;72;63;0,883;
15.05.2020;03:25;2356;8;0,40;20,77;0,049;-138,605;0,50;29,2;20,53;0,259;-138,605;0,2345;0,2097;72;63;0,870;
15.05.2020;03:30;2356;8;0,40;20,77;0,051;-138,605;0,50;29,2;20,48;0,301;-138,605;0,2824;0,2505;87;75;0,861;
15.05.2020;03:35;2356;8;0,40;20,76;0,052;-138,605;0,50;29,2;20,55;0,236;-138,605;0,2161;0,1847;67;55;0,823;
15.05.2020;03:40;2356;8;0,40;20,77;0,050;-138,605;0,50;29,1;20,59;0,203;-138,606;0,1768;0,1527;55;46;0,834;
15.05.2020;03:45;2356;8;0,40;20,77;0,049;-138,605;0,50;29,1;20,60;0,193;-138,605;0,1682;0,1439;53;44;0,824;
15.05.2020;03:50;2356;8;0,40;20,77;0,048;-138,605;0,50;29,1;20,60;0,198;-138,605;0,1694;0,1498;52;45;0,858;
15.05.2020;03:55;2356;8;0,40;20,77;0,048;-138,605;0,50;29,0;20,56;0,224;-138,606;0,2038;0,1753;63;52;0,830;
15.05.2020;04:00;2356;8;0,40;20,77;0,050;-138,605;0,50;29,1;20,59;0,199;-138,605;0,1731;0,1493;54;45;0,832;
15.05.2020;04:05;2356;8;0,40;20,77;0,047;-138,605;0,50;29,1;20,58;0,210;-138,605;0,1854;0,1631;57;49;0,853;
15.05.2020;04:10;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,56;0,231;-138,605;0,2063;0,1817;64;54;0,854;
15.05.2020;04:15;2356;8;0,40;20,77;0,050;-138,605;0,49;29,2;20,51;0,283;-138,605;0,2541;0,2333;77;69;0,899;
15.05.2020;04:20;2356;8;0,40;20,76;0,052;-138,605;0,51;29,3;20,48;0,303;-138,605;0,2824;0,2510;89;77;0,864;
15.05.2020;04:25;2356;8;0,40;20,76;0,053;-138,606;0,49;29,2;20,55;0,243;-138,605;0,2185;0,1901;66;56;0,841;
15.05.2020;04:30;2356;8;0,40;20,77;0,049;-138,605;0,50;29,2;20,58;0,210;-138,605;0,1854;0,1606;58;49;0,837;
15.05.2020;04:35;2356;8;0,40;20,77;0,049;-138,605;0,50;29,1;20,59;0,203;-138,605;0,1743;0,1537;54;46;0,855;
15.05.2020;04:40;2356;8;0,40;20,77;0,048;-138,605;0,50;29,1;20,55;0,242;-138,605;0,2149;0,1940;66;58;0,880;
15.05.2020;04:45;2356;8;0,40;20,77;0,051;-138,605;0,49;29,1;20,55;0,246;-138,605;0,2198;0,1950;67;58;0,862;
15.05.2020;04:50;2356;8;0,40;20,77;0,050;-138,605;0,50;29,1;20,48;0,317;-138,606;0,2910;0,2667;89;80;0,897;
15.05.2020;04:55;2356;8;0,40;20,77;0,051;-138,605;0,50;29,1;20,56;0,230;-138,606;0,2013;0,1783;62;53;0,860;
15.05.2020;05:00;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,59;0,204;-138,605;0,1768;0,1547;55;46;0,847;
15.05.2020;05:05;2356;8;0,40;20,77;0,049;-138,606;0,50;29,2;20,53;0,256;-138,606;0,2345;0,2073;72;62;0,858;
15.05.2020;05:10;2356;8;0,40;20,77;0,050;-138,606;0,50;29,1;20,57;0,223;-138,605;0,1952;0,1724;61;52;0,857;
15.05.2020;05:15;2356;8;0,40;20,77;0,049;-138,605;0,50;29,1;20,59;0,206;-138,605;0,1768;0,1572;55;47;0,864;
15.05.2020;05:20;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,60;0,199;-138,606;0,1682;0,1503;52;45;0,869;
15.05.2020;05:25;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,60;0,203;-138,605;0,1719;0,1542;53;46;0,874;
15.05.2020;05:30;2356;8;0,40;20,77;0,049;-138,605;0,50;29,1;20,58;0,213;-138,606;0,1854;0,1645;57;49;0,862;
15.05.2020;05:35;2356;8;0,40;20,77;0,049;-138,605;0,50;29,1;20,53;0,270;-138,605;0,2394;0,2205;73;66;0,902;
15.05.2020;05:40;2356;8;0,40;20,77;0,051;-138,605;0,49;29,1;20,58;0,216;-138,605;0,1842;0,1650;56;48;0,872;
15.05.2020;05:45;2356;8;0,40;20,77;0,049;-138,606;0,50;29,0;20,61;0,191;-138,606;0,1596;0,1414;49;42;0,861;
15.05.2020;05:50;2356;8;0,40;20,77;0,048;-138,606;0,50;29,1;20,60;0,197;-138,606;0,1682;0,1488;52;45;0,859;
15.05.2020;05:55;2356;8;0,40;20,77;0,049;-138,605;0,50;29,1;20,53;0,263;-138,605;0,2345;0,2141;71;64;0,893;
15.05.2020;06:00;2356;8;0,40;20,76;0,051;-138,605;0,50;29,1;20,57;0,220;-138,605;0,1891;0,1689;58;51;0,869;
15.05.2020;06:05;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,60;0,200;-138,605;0,1694;0,1503;52;45;0,861;
15.05.2020;06:10;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,60;0,194;-138,605;0,1633;0,1454;50;44;0,865;
15.05.2020;06:15;2356;8;0,40;20,77;0,049;-138,605;0,50;29,1;20,56;0,240;-138,605;0,2087;0,1910;64;57;0,895;
15.05.2020;06:20;2356;8;0,40;20,77;0,049;-138,605;0,50;29,2;20,57;0,228;-138,606;0,1989;0,1783;62;54;0,873;
15.05.2020;06:25;2356;8;0,40;20,77;0,049;-138,605;0,50;29,1;20,59;0,212;-138,605;0,1817;0,1626;56;49;0,871;
15.05.2020;06:30;2356;8;0,40;20,77;0,049;-138,605;0,52;29,2;20,59;0,207;-138,605;0,1756;0,1572;56;49;0,871;
15.05.2020;06:35;2356;8;0,40;20,77;0,049;-138,606;0,50;29,2;20,59;0,209;-138,605;0,1756;0,1596;54;48;0,888;
15.05.2020;06:40;2356;8;0,40;20,77;0,049;-138,605;0,50;29,2;20,58;0,215;-138,606;0,1842;0,1665;57;50;0,882;
15.05.2020;06:45;2356;8;0,40;20,77;0,049;-138,605;0,50;29,2;20,54;0,251;-138,605;0,2234;0,2019;69;61;0,881;
15.05.2020;06:50;2356;8;0,40;20,77;0,050;-138,606;0,50;29,2;20,57;0,232;-138,606;0,1989;0,1817;61;54;0,893;
15.05.2020;06:55;2356;8;0,40;20,77;0,050;-138,605;0,50;29,3;20,57;0,233;-138,606;0,1989;0,1832;61;55;0,902;
15.05.2020;07:00;2356;8;0,40;20,77;0,050;-138,606;0,50;29,2;20,60;0,199;-138,605;0,1682;0,1493;52;45;0,862;
15.05.2020;07:05;2356;8;0,40;20,77;0,049;-138,605;0,50;29,3;20,61;0,188;-138,606;0,1559;0,1390;48;42;0,867;
15.05.2020;07:10;2356;8;0,40;20,77;0,048;-138,606;0,50;29,2;20,61;0,187;-138,605;0,1547;0,1385;48;42;0,871;
15.05.2020;07:15;2356;8;0,40;20,77;0,049;-138,605;0,50;29,3;20,61;0,191;-138,605;0,1584;0,1424;49;43;0,876;
15.05.2020;07:20;2356;8;0,40;20,77;0,049;-138,605;0,50;29,2;20,61;0,190;-138,605;0,1547;0,1410;48;43;0,890;
15.05.2020;07:25;2356;8;0,40;20,77;0,047;-138,605;0,50;29,3;20,60;0,195;-138,605;0,1645;0,1478;51;44;0,875;
15.05.2020;07:30;2356;8;0,40;20,77;0,048;-138,605;0,50;29,3;20,60;0,204;-138,605;0,1694;0,1557;52;47;0,900;
15.05.2020;07:35;2356;8;0,40;20,77;0,049;-138,605;0,49;29,3;20,61;0,197;-138,605;0,1608;0,1478;49;44;0,900;
15.05.2020;07:40;2356;8;0,40;20,77;0,048;-138,605;0,50;29,4;20,61;0,193;-138,605;0,1608;0,1444;50;43;0,874;
15.05.2020;07:45;2356;8;0,40;20,77;0,049;-138,606;0,51;29,4;20,58;0,223;-138,605;0,1928;0,1743;61;53;0,882;
15.05.2020;07:50;2356;8;0,40;20,77;0,050;-138,606;0,50;29,4;20,59;0,208;-138,606;0,1743;0,1581;53;47;0,885;
15.05.2020;07:55;2356;8;0,40;20,77;0,049;-138,606;0,50;29,3;20,62;0,182;-138,606;0,1486;0,1331;46;40;0,872;
15.05.2020;08:00;2356;8;0,40;20,77;0,048;-138,606;0,50;29,1;20,55;0,248;-138,606;0,2173;0,1999;67;60;0,901;
15.05.2020;08:05;2356;8;0,40;20,77;0,050;-138,606;0,50;29,1;20,53;0,270;-138,605;0,2382;0,2200;73;66;0,906;
15.05.2020;08:10;2356;8;0,40;20,77;0,051;-138,606;0,51;29,0;20,49;0,302;-138,606;0,2726;0,2510;85;77;0,902;
15.05.2020;08:15;2356;8;0,40;20,77;0,052;-138,605;0,50;29,1;20,51;0,284;-138,605;0,2566;0,2318;79;70;0,881;
15.05.2020;08:20;2356;8;0,40;20,77;0,051;-138,606;0,50;29,1;20,54;0,255;-138,606;0,2259;0,2038;69;61;0,880;
15.05.2020;08:25;2356;8;0,40;20,77;0,051;-138,605;0,50;29,2;20,54;0,254;-138,606;0,2284;0,2028;71;61;0,863;
15.05.2020;08:30;2356;8;0,40;20,77;0,051;-138,605;0,50;29,2;20,52;0,268;-138,605;0,2456;0,2171;76;65;0,858;
15.05.2020;08:35;2356;8;0,40;20,77;0,051;-138,605;0,50;29,2;20,57;0,223;-138,605;0,1940;0,1719;60;52;0,860;
15.05.2020;08:40;2356;8;0,40;20,77;0,049;-138,606;0,50;29,2;20,60;0,197;-138,605;0,1682;0,1478;52;44;0,852;
15.05.2020;08:45;2356;8;0,40;20,77;0,049;-138,606;0,50;29,2;20,62;0,186;-138,606;0,1535;0,1370;47;41;0,868;
15.05.2020;08:50;2356;8;0,40;20,77;0,048;-138,606;0,50;29,2;20,62;0,181;-138,606;0,1486;0,1326;46;40;0,868;
15.05.2020;08:55;2356;8;0,40;20,77;0,048;-138,605;0,49;29,3;20,61;0,194;-138,606;0,1633;0,1454;49;43;0,865;
15.05.2020;09:00;2356;8;0,40;20,77;0,048;-138,606;0,50;29,3;20,61;0,188;-138,606;0,1547;0,1400;48;42;0,883;
15.05.2020;09:05;2356;8;0,40;20,77;0,048;-138,606;0,50;29,3;20,62;0,179;-138,606;0,1461;0,1301;45;39;0,866;
15.05.2020;09:10;2356;8;0,40;20,77;0,048;-138,606;0,50;29,3;20,62;0,174;-138,605;0,1461;0,1257;45;38;0,830;
15.05.2020;09:15;2356;8;0,40;20,77;0,047;-138,606;0,51;29,4;20,61;0,187;-138,606;0,1559;0,1400;49;42;0,874;
15.05.2020;09:20;2356;8;0,40;20,77;0,048;-138,605;0,49;29,4;20,62;0,181;-138,605;0,1486;0,1331;45;39;0,872;
15.05.2020;09:25;2356;8;0,40;20,77;0,048;-138,606;0,50;29,3;20,63;0,173;-138,606;0,1424;0,1252;44;38;0,852;
15.05.2020;09:30;2356;8;0,40;20,77;0,047;-138,606;0,50;29,2;20,57;0,231;-138,605;0,2001;0,1832;61;55;0,896;
15.05.2020;09:35;2356;8;0,40;20,77;0,050;-138,606;0,51;29,1;20,56;0,241;-138,606;0,2063;0,1910;64;58;0,909;
15.05.2020;09:40;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,51;0,282;-138,606;0,2578;0,2328;80;70;0,880;
15.05.2020;09:45;2356;8;0,40;20,77;0,051;-138,606;0,50;29,1;20,56;0,233;-138,606;0,2099;0,1817;65;54;0,836;
15.05.2020;09:50;2356;8;0,40;20,77;0,048;-138,606;0,50;29,0;20,60;0,197;-138,606;0,1707;0,1488;53;44;0,844;
15.05.2020;09:55;2356;8;0,40;20,77;0,047;-138,605;0,50;29,0;20,61;0,180;-138,606;0,1559;0,1321;49;40;0,815;
15.05.2020;10:00;2356;8;0,40;20,77;0,047;-138,606;0,50;29,0;20,56;0,238;-138,606;0,2099;0,1915;64;57;0,892;
15.05.2020;10:05;2356;8;0,40;20,77;0,050;-138,606;0,50;29,0;20,57;0,225;-138,606;0,1964;0,1753;60;52;0,868;
15.05.2020;10:10;2356;8;0,40;20,77;0,049;-138,606;0,50;29,0;20,61;0,196;-138,606;0,1621;0,1468;50;44;0,884;
15.05.2020;10:15;2356;8;0,40;20,77;0,048;-138,606;0,50;29,1;20,62;0,181;-138,606;0,1486;0,1326;46;40;0,868;
15.05.2020;10:20;2356;8;0,40;20,77;0,047;-138,605;0,50;29,1;20,59;0,207;-138,606;0,1756;0,1591;54;48;0,885;
15.05.2020;10:25;2356;8;0,40;20,77;0,048;-138,606;0,50;29,1;20,61;0,190;-138,606;0,1584;0,1414;49;42;0,869;
15.05.2020;10:30;2356;8;0,40;20,77;0,048;-138,606;0,50;29,2;20,62;0,178;-138,605;0,1473;0,1301;45;39;0,857;
15.05.2020;10:35;2356;8;0,40;20,77;0,047;-138,606;0,50;29,2;20,62;0,180;-138,606;0,1498;0,1326;46;40;0,859;
15.05.2020;10:40;2356;8;0,40;20,77;0,047;-138,606;0,50;29,2;20,63;0,173;-138,605;0,1436;0,1262;44;38;0,852;
15.05.2020;10:45;2356;8;0,40;20,77;0,047;-138,605;0,50;29,3;20,61;0,184;-138,606;0,1584;0,1370;49;41;0,836;
15.05.2020;10:50;2356;8;0,40;20,77;0,047;-138,605;0,50;29,3;20,62;0,178;-138,605;0,1473;0,1306;45;39;0,861;
15.05.2020;10:55;2356;8;0,40;20,77;0,046;-138,606;0,50;29,3;20,63;0,174;-138,606;0,1436;0,1272;44;38;0,860;
15.05.2020;11:00;2356;8;0,40;20,77;0,047;-138,605;0,50;29,4;20,63;0,172;-138,606;0,1424;0,1243;44;37;0,844;
15.05.2020;11:05;2356;8;0,40;20,77;0,047;-138,606;0,50;29,2;20,62;0,185;-138,606;0,1559;0,1380;48;41;0,859;
15.05.2020;11:10;2356;8;0,40;20,77;0,047;-138,605;0,50;29,1;20,58;0,221;-138,606;0,1915;0,1739;59;52;0,886;
15.05.2020;11:15;2356;8;0,40;20,77;0,049;-138,606;0,51;29,1;20,54;0,253;-138,606;0,2296;0,2038;72;62;0,862;
15.05.2020;11:20;2356;8;0,40;20,77;0,049;-138,606;0,50;29,0;20,59;0,208;-138,606;0,1780;0,1591;55;48;0,870;
15.05.2020;11:25;2356;8;0,40;20,77;0,048;-138,605;0,50;29,0;20,60;0,197;-138,606;0,1694;0,1493;52;45;0,855;
15.05.2020;11:30;2356;8;0,40;20,77;0,047;-138,606;0,50;29,0;20,61;0,189;-138,606;0,1633;0,1419;51;43;0,840;
15.05.2020;11:35;2356;8;0,40;20,77;0,047;-138,606;0,50;29,0;20,55;0,257;-138,606;0,2247;0,2097;68;63;0,917;
15.05.2020;11:40;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,54;0,259;-138,605;0,2259;0,2092;69;63;0,909;
15.05.2020;11:45;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,60;0,204;-138,606;0,1707;0,1542;52;46;0,881;
15.05.2020;11:50;2356;8;0,40;20,77;0,048;-138,606;0,50;29,1;20,61;0,190;-138,605;0,1572;0,1424;48;43;0,885;
15.05.2020;11:55;2356;8;0,40;20,77;0,047;-138,606;0,50;29,2;20,61;0,191;-138,606;0,1572;0,1439;48;43;0,896;
15.05.2020;12:00;2356;8;0,40;20,77;0,047;-138,606;0,50;29,2;20,61;0,200;-138,606;0,1657;0,1532;51;46;0,907;
15.05.2020;12:05;2356;8;0,40;20,77;0,048;-138,606;0,50;29,2;20,59;0,210;-138,606;0,1756;0,1621;54;49;0,905;
15.05.2020;12:10;2356;8;0,40;20,77;0,048;-138,606;0,50;29,3;20,60;0,204;-138,605;0,1707;0,1557;53;47;0,892;
15.05.2020;12:15;2356;8;0,40;20,77;0,048;-138,606;0,50;29,3;20,61;0,197;-138,605;0,1633;0,1488;50;45;0,891;
15.05.2020;12:20;2356;8;0,40;20,77;0,049;-138,606;0,50;29,4;20,56;0,247;-138,606;0,2112;0,1979;64;59;0,922;
15.05.2020;12:25;2356;8;0,40;20,77;0,050;-138,606;0,50;29,5;20,53;0,270;-138,606;0,2382;0,2200;73;66;0,906;
15.05.2020;12:30;2356;8;0,40;20,77;0,051;-138,606;0,50;29,4;20,54;0,259;-138,606;0,2308;0,2077;71;62;0,877;
15.05.2020;12:35;2356;8;0,40;20,77;0,050;-138,606;0,50;29,2;20,55;0,245;-138,605;0,2210;0,1950;69;59;0,856;
15.05.2020;12:40;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,58;0,220;-138,606;0,1878;0,1709;58;51;0,889;
15.05.2020;12:45;2356;8;0,40;20,77;0,048;-138,606;0,50;29,1;20,60;0,206;-138,605;0,1707;0,1577;52;47;0,906;
15.05.2020;12:50;2356;8;0,40;20,77;0,048;-138,606;0,50;29,0;20,60;0,202;-138,606;0,1682;0,1537;51;46;0,894;
15.05.2020;12:55;2356;8;0,40;20,77;0,048;-138,606;0,50;29,0;20,52;0,288;-138,606;0,2505;0,2397;76;72;0,946;
15.05.2020;13:00;2356;8;0,40;20,77;0,050;-138,606;0,50;29,1;20,55;0,248;-138,606;0,2161;0,1979;66;59;0,896;
15.05.2020;13:05;2356;8;0,40;20,77;0,050;-138,606;0,50;29,1;20,54;0,260;-138,606;0,2320;0,2102;71;63;0,884;
15.05.2020;13:10;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,59;0,210;-138,605;0,1793;0,1611;55;48;0,875;
15.05.2020;13:15;2356;8;0,40;20,77;0,048;-138,606;0,50;29,1;20,61;0,197;-138,606;0,1621;0,1488;49;44;0,899;
15.05.2020;13:20;2356;8;0,40;20,77;0,049;-138,606;0,50;29,1;20,57;0,230;-138,606;0,1977;0,1802;61;54;0,891;
15.05.2020;13:25;2356;8;0,40;20,76;0,054;-138,606;0,50;29,1;20,50;0,298;-138,606;0,2640;0,2436;81;73;0,905;
15.05.2020;13:30;2356;8;0,40;20,76;0,056;-138,606;0,50;29,1;20,58;0,213;-138,606;0,1768;0,1572;55;47;0,864;
15.05.2020;13:35;2356;8;0,40;20,76;0,054;-138,605;0,50;29,2;20,61;0,191;-138,605;0,1547;0,1370;48;41;0,860;
15.05.2020;13:40;2356;8;0,40;20,76;0,053;-138,606;0,50;28,9;20,53;0,273;-138,606;0,2357;0,2200;72;66;0,917;
15.05.2020;13:45;2356;8;0,40;20,75;0,063;-138,606;0,50;28,7;20,45;0,320;-138,606;0,3008;0,2569;94;77;0,822;
15.05.2020;13:50;2356;8;0,40;20,75;0,063;-138,606;0,50;28,8;20,46;0,314;-138,606;0,2885;0,2510;89;75;0,841;
15.05.2020;13:55;2356;8;0,40;20,75;0,061;-138,605;0,50;28,9;20,54;0,244;-138,605;0,2124;0,1827;66;55;0,830;
15.05.2020;14:00;2356;8;0,40;20,76;0,059;-138,605;0,50;29,0;20,57;0,219;-138,606;0,1842;0,1596;57;48;0,837;
15.05.2020;14:05;2356;8;0,40;20,76;0,057;-138,606;0,50;29,1;20,57;0,216;-138,606;0,1891;0,1586;59;47;0,805;
15.05.2020;14:10;2356;8;0,40;20,76;0,057;-138,606;0,50;29,2;20,56;0,231;-138,606;0,1977;0,1743;61;52;0,856;
15.05.2020;14:15;2356;8;0,40;20,76;0,056;-138,606;0,50;29,3;20,57;0,219;-138,606;0,1878;0,1635;58;49;0,842;
15.05.2020;14:20;2356;8;0,40;20,76;0,055;-138,605;0,49;29,2;20,59;0,206;-138,606;0,1756;0,1508;54;45;0,828;
15.05.2020;14:25;2356;8;0,40;20,76;0,054;-138,606;0,51;29,0;20,57;0,222;-138,606;0,1952;0,1680;61;51;0,830;
15.05.2020;14:30;2356;8;0,40;20,76;0,053;-138,606;0,51;29,0;20,56;0,226;-138,605;0,2014;0,1729;63;52;0,828;
15.05.2020;14:35;2356;8;0,40;20,76;0,053;-138,606;0,50;29,0;20,56;0,223;-138,606;0,2014;0,1699;63;51;0,811;
15.05.2020;14:40;2356;8;0,40;20,76;0,052;-138,606;0,50;29,0;20,54;0,243;-138,606;0,2210;0,1906;69;57;0,832;
15.05.2020;14:45;2356;8;0,40;20,76;0,053;-138,606;0,50;29,0;20,51;0,285;-138,606;0,2566;0,2318;79;69;0,881;
15.05.2020;14:50;2356;8;0,40;20,77;0,053;-138,605;0,50;29,1;20,52;0,267;-138,606;0,2455;0,2146;76;64;0,846;
15.05.2020;14:55;2356;8;0,40;20,76;0,052;-138,606;0,50;29,1;20,49;0,296;-138,606;0,2701;0,2436;84;74;0,879;
15.05.2020;15:00;2356;8;0,40;20,77;0,052;-138,606;0,50;29,1;20,52;0,274;-138,605;0,2492;0,2220;77;67;0,866;
15.05.2020;15:05;2356;8;0,40;20,77;0,052;-138,606;0,50;29,2;20,57;0,228;-138,606;0,1989;0,1763;61;53;0,861;
15.05.2020;15:10;2356;8;0,40;20,77;0,050;-138,606;0,51;29,2;20,58;0,221;-138,606;0,1891;0,1709;59;52;0,882;
15.05.2020;15:15;2356;8;0,40;20,77;0,049;-138,605;0,50;29,3;20,60;0,201;-138,606;0,1682;0,1513;52;45;0,876;
15.05.2020;15:20;2356;8;0,40;20,77;0,049;-138,605;0,50;29,3;20,59;0,209;-138,606;0,1768;0,1601;54;48;0,884;
15.05.2020;15:25;2356;8;0,40;20,77;0,049;-138,607;0,50;29,3;20,59;0,215;-138,606;0,1817;0,1660;55;49;0,893;
15.05.2020;15:30;2356;8;0,40;20,77;0,049;-138,606;0,50;29,4;20,57;0,229;-138,606;0,1977;0,1793;61;54;0,885;
15.05.2020;15:35;2356;8;0,40;20,77;0,049;-138,605;0,50;29,3;20,58;0,212;-138,606;0,1829;0,1631;56;49;0,867;
15.05.2020;15:40;2356;8;0,40;20,77;0,049;-138,606;0,50;29,2;20,51;0,286;-138,605;0,2578;0,2367;80;72;0,899;
15.05.2020;15:45;2356;8;0,40;20,77;0,051;-138,606;0,50;29,1;20,50;0,293;-138,605;0,2603;0,2416;80;73;0,911;
15.05.2020;15:50;2356;8;0,40;20,77;0,051;-138,605;0,50;29,0;20,56;0,232;-138,605;0,2026;0,1807;62;54;0,868;
15.05.2020;15:55;2356;8;0,40;20,77;0,049;-138,606;0,50;29,0;20,58;0,220;-138,606;0,1928;0,1704;60;51;0,858;
15.05.2020;16:00;2356;8;0,40;20,77;0,049;-138,606;0,50;29,0;20,58;0,218;-138,606;0,1866;0,1694;57;51;0,887;
