211103_TV2_Grp16_PHFD0,00+CD_SPF;;TX001;TX002;TX003;;;;;;;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;;;;;;;;
Box;Animal No.;Weight [g];Diet;Strain;Text3;;;;;;;;
2;6823;39,2;HFD 0,05;Text2-2;Text3-2;;;;;;;;
3;6825;30,4;HFD 0,05;Text2-3;Text3-3;;;;;;;;
4;6827;29,2;CD;Text2-4;Text3-4;;;;;;;;
5;6828;30,1;CD;Text2-5;Text3-5;;;;;;;;
6;6829;30,1;CD;Text2-6;Text3-6;;;;;;;;
;;;;;;;;;;;;;
Date;Time;Animal No.;Box;S.Flow;Ref.O2;Ref.CO2;Ref.TD;Flow;O2;CO2;VO2(3);VCO2(3);RER
;;;;[l/min];[%];[%];[°C];[l/min];[%];[%];[ml/h];[ml/h];
07.11.2021;08:03;6829;6;0,55;20,76;0,047;-138,594;0,7;20,59;0,181;72;56;0,781
07.11.2021;08:09;6829;6;0,55;20,76;0,047;-138,594;0,7;20,58;0,189;76;60;0,793
07.11.2021;08:15;6829;6;0,55;20,76;0,047;-138,594;0,7;20,56;0,209;85;68;0,804
07.11.2021;08:21;6829;6;0,55;20,76;0,047;-138,594;0,7;20,54;0,234;96;79;0,825
07.11.2021;08:27;6829;6;0,55;20,76;0,047;-138,594;0,7;20,53;0,236;97;80;0,821
07.11.2021;08:33;6829;6;0,55;20,76;0,047;-138,594;0,7;20,51;0,249;106;85;0,8
07.11.2021;08:39;6829;6;0,55;20,76;0,047;-138,594;0,7;20,55;0,215;89;71;0,796
07.11.2021;08:45;6829;6;0,55;20,76;0,047;-138,594;0,7;20,57;0,202;83;65;0,781
07.11.2021;08:51;6829;6;0,55;20,76;0,047;-138,594;0,7;20,57;0,197;82;63;0,779
07.11.2021;08:57;6829;6;0,55;20,76;0,047;-138,594;0,7;20,58;0,191;78;60;0,779
07.11.2021;09:03;6829;6;0,55;20,76;0,047;-138,594;0,71;20,57;0,204;84;67;0,79
07.11.2021;09:09;6829;6;0,55;20,76;0,047;-138,594;0,7;20,58;0,193;78;61;0,785
07.11.2021;09:15;6829;6;0,55;20,76;0,047;-138,594;0,7;20,58;0,19;76;60;0,789
07.11.2021;09:21;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,19;76;61;0,796
07.11.2021;09:27;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,193;78;62;0,795
07.11.2021;09:33;6829;6;0,55;20,76;0,046;-138,594;0,7;20,59;0,181;73;57;0,777
07.11.2021;09:39;6829;6;0,55;20,76;0,046;-138,594;0,7;20,56;0,213;86;70;0,818
07.11.2021;09:45;6829;6;0,55;20,76;0,046;-138,594;0,7;20,57;0,2;80;65;0,813
07.11.2021;09:51;6829;6;0,55;20,76;0,046;-138,594;0,7;20,57;0,206;83;67;0,811
07.11.2021;09:57;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,195;78;62;0,805
07.11.2021;10:03;6829;6;0,55;20,76;0,046;-138,594;0,7;20,59;0,187;74;59;0,8
07.11.2021;10:09;6829;6;0,55;20,76;0,046;-138,594;0,7;20,59;0,18;71;56;0,795
07.11.2021;10:15;6829;6;0,55;20,76;0,046;-138,594;0,7;20,55;0,225;91;75;0,823
07.11.2021;10:21;6829;6;0,55;20,76;0,047;-138,595;0,7;20,52;0,255;104;88;0,844
07.11.2021;10:27;6829;6;0,55;20,76;0,047;-138,594;0,7;20,5;0,268;113;93;0,824
07.11.2021;10:33;6829;6;0,55;20,76;0,047;-138,594;0,7;20,51;0,262;109;91;0,831
07.11.2021;10:39;6829;6;0,55;20,76;0,047;-138,594;0,7;20,51;0,258;107;88;0,825
07.11.2021;10:45;6829;6;0,55;20,76;0,047;-138,594;0,72;20,54;0,228;95;78;0,813
07.11.2021;10:51;6829;6;0,55;20,76;0,047;-138,594;0,7;20,57;0,198;80;63;0,791
07.11.2021;10:57;6829;6;0,55;20,76;0,047;-138,594;0,7;20,58;0,192;78;61;0,789
07.11.2021;11:03;6829;6;0,55;20,76;0,047;-138,594;0,7;20,58;0,195;79;62;0,782
07.11.2021;11:09;6829;6;0,55;20,76;0,047;-138,594;0,7;20,58;0,188;77;60;0,78
07.11.2021;11:15;6829;6;0,55;20,76;0,047;-138,594;0,7;20,58;0,192;77;61;0,792
07.11.2021;11:21;6829;6;0,55;20,76;0,047;-138,594;0,7;20,57;0,198;81;64;0,788
07.11.2021;11:27;6829;6;0,55;20,76;0,047;-138,594;0,7;20,57;0,2;82;64;0,784
07.11.2021;11:33;6829;6;0,55;20,76;0,047;-138,594;0,7;20,57;0,202;83;65;0,79
07.11.2021;11:39;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,189;78;60;0,776
07.11.2021;11:45;6829;6;0,55;20,76;0,046;-138,594;0,7;20,59;0,187;75;59;0,79
07.11.2021;11:51;6829;6;0,55;20,76;0,046;-138,594;0,7;20,57;0,205;82;67;0,808
07.11.2021;11:57;6829;6;0,55;20,76;0,046;-138,594;0,7;20,59;0,187;75;59;0,793
07.11.2021;12:03;6829;6;0,55;20,76;0,046;-138,594;0,7;20,55;0,226;91;76;0,828
07.11.2021;12:09;6829;6;0,55;20,76;0,046;-138,594;0,7;20,54;0,236;96;80;0,835
07.11.2021;12:15;6829;6;0,55;20,76;0,046;-138,595;0,7;20,56;0,22;87;73;0,837
07.11.2021;12:21;6829;6;0,55;20,76;0,046;-138,594;0,7;20,57;0,203;81;66;0,812
07.11.2021;12:27;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,191;75;61;0,81
07.11.2021;12:33;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,199;80;65;0,807
07.11.2021;12:39;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,196;78;63;0,805
07.11.2021;12:45;6829;6;0,55;20,76;0,046;-138,594;0,7;20,6;0,18;70;56;0,803
07.11.2021;12:51;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,194;77;62;0,809
07.11.2021;12:57;6829;6;0,55;20,76;0,046;-138,594;0,7;20,56;0,217;88;72;0,823
07.11.2021;13:03;6829;6;0,55;20,76;0,046;-138,594;0,7;20,53;0,243;97;83;0,852
07.11.2021;13:09;6829;6;0,55;20,76;0,046;-138,594;0,7;20,51;0,262;106;91;0,853
07.11.2021;13:15;6829;6;0,55;20,76;0,046;-138,594;0,7;20,49;0,283;113;99;0,876
07.11.2021;13:21;6829;6;0,55;20,76;0,046;-138,594;0,7;20,5;0,279;109;98;0,899
07.11.2021;13:27;6829;6;0,55;20,76;0,046;-138,594;0,7;20,51;0,276;107;97;0,909
07.11.2021;13:33;6829;6;0,55;20,76;0,046;-138,594;0,7;20,5;0,284;110;100;0,909
07.11.2021;13:39;6829;6;0,55;20,76;0,046;-138,594;0,7;20,52;0,274;103;96;0,934
07.11.2021;13:45;6829;6;0,55;20,76;0,046;-138,594;0,7;20,55;0,242;87;82;0,949
07.11.2021;13:51;6829;6;0,55;20,76;0,046;-138,594;0,7;20,57;0,224;80;75;0,929
07.11.2021;13:57;6829;6;0,55;20,76;0,046;-138,594;0,7;20,57;0,214;79;71;0,899
07.11.2021;14:03;6829;6;0,55;20,76;0,046;-138,594;0,7;20,57;0,216;81;72;0,886
07.11.2021;14:09;6829;6;0,55;20,76;0,046;-138,594;0,7;20,57;0,212;81;70;0,864
07.11.2021;14:15;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,201;76;65;0,862
07.11.2021;14:21;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,202;77;65;0,847
07.11.2021;14:27;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,197;76;63;0,835
07.11.2021;14:33;6829;6;0,55;20,76;0,046;-138,594;0,7;20,57;0,214;83;71;0,853
07.11.2021;14:39;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,199;76;64;0,852
07.11.2021;14:45;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,199;76;64;0,849
07.11.2021;14:51;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,2;77;65;0,844
07.11.2021;14:57;6829;6;0,55;20,76;0,046;-138,594;0,7;20,55;0,229;88;77;0,876
07.11.2021;15:03;6829;6;0,55;20,76;0,046;-138,594;0,7;20,55;0,236;89;80;0,899
07.11.2021;15:09;6829;6;0,55;20,76;0,046;-138,594;0,7;20,51;0,27;106;95;0,894
07.11.2021;15:15;6829;6;0,55;20,76;0,046;-138,594;0,7;20,48;0,301;121;107;0,888
07.11.2021;15:21;6829;6;0,55;20,76;0,046;-138,594;0,7;20,5;0,282;111;99;0,894
07.11.2021;15:27;6829;6;0,55;20,76;0,046;-138,594;0,7;20,49;0,294;113;104;0,923
07.11.2021;15:33;6829;6;0,55;20,76;0,046;-138,594;0,7;20,54;0,252;91;86;0,947
07.11.2021;15:39;6829;6;0,55;20,76;0,046;-138,594;0,7;20,56;0,236;85;80;0,934
07.11.2021;15:45;6829;6;0,55;20,76;0,046;-138,594;0,71;20,57;0,222;79;75;0,939
07.11.2021;15:51;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,206;76;67;0,884
07.11.2021;15:57;6829;6;0,55;20,76;0,046;-138,594;0,7;20,57;0,209;79;68;0,867
07.11.2021;16:03;6829;6;0,55;20,76;0,046;-138,594;0,7;20,57;0,21;80;69;0,862
07.11.2021;16:09;6829;6;0,55;20,76;0,046;-138,594;0,7;20,58;0,204;79;66;0,845
07.11.2021;16:15;6829;6;0,55;20,76;0,046;-138,594;0,7;20,59;0,192;74;61;0,831
07.11.2021;16:21;6829;6;0,55;20,76;0,046;-138,594;0,7;20,56;0,221;85;74;0,872
07.11.2021;16:27;6829;6;0,55;20,76;0,046;-138,594;0,7;20,53;0,25;96;86;0,894
07.11.2021;16:33;6829;6;0,55;20,76;0,046;-138,594;0,7;20,54;0,245;94;84;0,887
07.11.2021;16:39;6829;6;0,55;20,76;0,046;-138,594;0,7;20,51;0,269;109;94;0,863
07.11.2021;16:45;6829;6;0,55;20,76;0,046;-138,594;0,7;20,48;0,305;119;109;0,914
07.11.2021;16:51;6829;6;0,55;20,76;0,047;-138,594;0,7;20,52;0,277;102;97;0,944
07.11.2021;16:57;6829;6;0,55;20,76;0,046;-138,594;0,7;20,53;0,265;95;92;0,966
07.11.2021;17:03;6829;6;0,55;20,76;0,046;-138,594;0,7;20,54;0,26;91;90;0,99
07.11.2021;17:09;6829;6;0,55;20,76;0,047;-138,594;0,7;20,53;0,276;97;97;0,996
07.11.2021;17:15;6829;6;0,55;20,76;0,047;-138,594;0,7;20,5;0,305;108;108;1,006
07.11.2021;17:21;6829;6;0,55;20,76;0,047;-138,594;0,7;20,47;0,32;120;115;0,959
07.11.2021;17:27;6829;6;0,55;20,76;0,047;-138,594;0,7;20,46;0,339;127;122;0,967
07.11.2021;17:33;6829;6;0,55;20,76;0,048;-138,594;0,7;20,47;0,334;121;120;0,996
07.11.2021;17:39;6829;6;0,55;20,76;0,048;-138,594;0,7;20,5;0,301;105;107;1,015
07.11.2021;17:45;6829;6;0,55;20,76;0,048;-138,594;0,7;20,51;0,3;103;106;1,023
07.11.2021;17:51;6829;6;0,55;20,76;0,048;-138,594;0,7;20,51;0,292;101;103;1,021
07.11.2021;17:57;6829;6;0,55;20,76;0,047;-138,594;0,7;20,53;0,277;94;96;1,026
07.11.2021;18:03;6829;6;0,55;20,76;0,047;-138,594;0,71;20,5;0,311;109;111;1,02
07.11.2021;18:09;6829;6;0,55;20,76;0,048;-138,594;0,7;20,47;0,339;119;122;1,023
07.11.2021;18:15;6829;6;0,55;20,76;0,048;-138,594;0,71;20,45;0,358;126;131;1,038
07.11.2021;18:21;6829;6;0,55;20,76;0,048;-138,594;0,7;20,47;0,343;119;124;1,046
07.11.2021;18:27;6829;6;0,55;20,76;0,048;-138,594;0,7;20,46;0,361;125;132;1,059
07.11.2021;18:33;6829;6;0,55;20,76;0,048;-138,594;0,7;20,45;0,373;128;136;1,061
07.11.2021;18:39;6829;6;0,55;20,76;0,048;-138,594;0,7;20,45;0,375;128;138;1,071
07.11.2021;18:45;6829;6;0,55;20,76;0,048;-138,594;0,7;20,46;0,36;124;131;1,058
07.11.2021;18:51;6829;6;0,55;20,76;0,048;-138,594;0,7;20,48;0,336;114;121;1,065
07.11.2021;18:57;6829;6;0,55;20,76;0,048;-138,594;0,7;20,49;0,326;109;117;1,07
07.11.2021;19:03;6829;6;0,55;20,76;0,048;-138,594;0,7;20,5;0,317;105;113;1,073
07.11.2021;19:09;6829;6;0,55;20,76;0,048;-138,594;0,7;20,52;0,295;96;104;1,086
07.11.2021;19:15;6829;6;0,55;20,76;0,048;-138,594;0,7;20,52;0,296;97;105;1,081
07.11.2021;19:21;6829;6;0,55;20,76;0,048;-138,594;0,7;20,51;0,31;101;110;1,087
07.11.2021;19:27;6829;6;0,55;20,76;0,048;-138,594;0,7;20,51;0,313;102;112;1,096
07.11.2021;19:33;6829;6;0,55;20,76;0,048;-138,594;0,7;20,49;0,328;108;118;1,093
07.11.2021;19:39;6829;6;0,55;20,76;0,048;-138,594;0,7;20,48;0,342;113;123;1,091
07.11.2021;19:45;6829;6;0,55;20,76;0,048;-138,594;0,7;20,45;0,378;128;139;1,086
07.11.2021;19:51;6829;6;0,55;20,76;0,048;-138,594;0,7;20,45;0,375;125;137;1,093
07.11.2021;19:57;6829;6;0,55;20,76;0,048;-138,594;0,7;20,46;0,366;124;134;1,081
07.11.2021;20:03;6829;6;0,55;20,76;0,049;-138,594;0,7;20,47;0,347;116;126;1,08
07.11.2021;20:09;6829;6;0,55;20,76;0,049;-138,594;0,7;20,5;0,316;104;112;1,07
07.11.2021;20:15;6829;6;0,55;20,75;0,048;-138,594;0,7;20,49;0,327;107;117;1,096
07.11.2021;20:21;6829;6;0,55;20,76;0,048;-138,594;0,7;20,48;0,34;113;123;1,09
07.11.2021;20:27;6829;6;0,55;20,75;0,048;-138,594;0,71;20,48;0,347;116;126;1,09
07.11.2021;20:33;6829;6;0,55;20,76;0,048;-138,594;0,7;20,48;0,343;115;124;1,077
07.11.2021;20:39;6829;6;0,55;20,76;0,048;-138,594;0,7;20,5;0,323;107;116;1,086
07.11.2021;20:45;6829;6;0,55;20,76;0,048;-138,594;0,7;20,5;0,328;106;118;1,111
07.11.2021;20:51;6829;6;0,55;20,76;0,048;-138,594;0,7;20,5;0,325;105;116;1,1
07.11.2021;20:57;6829;6;0,55;20,76;0,048;-138,594;0,7;20,47;0,362;120;132;1,105
07.11.2021;21:03;6829;6;0,55;20,76;0,048;-138,594;0,7;20,44;0,383;129;141;1,095
07.11.2021;21:09;6829;6;0,55;20,76;0,048;-138,594;0,7;20,44;0,377;129;138;1,076
07.11.2021;21:15;6829;6;0,55;20,76;0,049;-138,594;0,7;20,47;0,352;119;128;1,076
07.11.2021;21:21;6829;6;0,55;20,76;0,048;-138,594;0,7;20,41;0,417;142;155;1,089
07.11.2021;21:27;6829;6;0,55;20,76;0,049;-138,594;0,7;20,46;0,365;124;133;1,081
07.11.2021;21:33;6829;6;0,55;20,76;0,048;-138,594;0,7;20,46;0,365;122;133;1,089
07.11.2021;21:39;6829;6;0,55;20,76;0,048;-138,594;0,7;20,45;0,378;127;138;1,084
07.11.2021;21:45;6829;6;0,55;20,76;0,048;-138,594;0,7;20,45;0,377;128;139;1,085
07.11.2021;21:51;6829;6;0,55;20,76;0,048;-138,594;0,7;20,44;0,386;131;142;1,086
07.11.2021;21:57;6829;6;0,55;20,76;0,048;-138,594;0,7;20,44;0,39;131;143;1,091
07.11.2021;22:03;6829;6;0,55;20,76;0,048;-138,594;0,7;20,46;0,365;122;134;1,094
07.11.2021;22:09;6829;6;0,55;20,76;0,048;-138,594;0,7;20,43;0,392;133;144;1,086
07.11.2021;22:15;6829;6;0,55;20,76;0,048;-138,594;0,7;20,46;0,362;121;132;1,087
07.11.2021;22:21;6829;6;0,55;20,76;0,048;-138,594;0,7;20,46;0,365;123;133;1,085
07.11.2021;22:27;6829;6;0,55;20,76;0,048;-138,594;0,7;20,46;0,361;121;131;1,083
07.11.2021;22:33;6829;6;0,55;20,76;0,048;-138,594;0,7;20,44;0,379;128;139;1,084
07.11.2021;22:39;6829;6;0,55;20,76;0,048;-138,594;0,7;20,48;0,343;115;124;1,077
07.11.2021;22:45;6829;6;0,55;20,76;0,048;-138,594;0,7;20,5;0,323;105;116;1,103
07.11.2021;22:51;6829;6;0,55;20,76;0,048;-138,594;0,7;20,52;0,305;98;107;1,091
07.11.2021;22:57;6829;6;0,55;20,76;0,048;-138,594;0,71;20,49;0,336;111;122;1,095
07.11.2021;23:03;6829;6;0,55;20,76;0,048;-138,594;0,7;20,49;0,337;111;121;1,086
07.11.2021;23:09;6829;6;0,55;20,76;0,048;-138,594;0,7;20,46;0,367;125;134;1,074
07.11.2021;23:15;6829;6;0,55;20,76;0,049;-138,594;0,7;20,48;0,347;115;126;1,087
07.11.2021;23:21;6829;6;0,55;20,76;0,049;-138,594;0,7;20,43;0,391;133;143;1,08
07.11.2021;23:27;6829;6;0,55;20,76;0,049;-138,594;0,7;20,43;0,393;134;145;1,083
07.11.2021;23:33;6829;6;0,55;20,76;0,049;-138,594;0,7;20,44;0,389;130;143;1,101
07.11.2021;23:39;6829;6;0,55;20,75;0,049;-138,594;0,7;20,43;0,398;134;147;1,092
07.11.2021;23:45;6829;6;0,55;20,76;0,049;-138,594;0,7;20,44;0,389;132;143;1,081
07.11.2021;23:51;6829;6;0,55;20,75;0,049;-138,594;0,7;20,46;0,368;123;134;1,086
07.11.2021;23:57;6829;6;0,55;20,76;0,049;-138,594;0,7;20,47;0,357;119;130;1,095
08.11.2021;00:03;6829;6;0,55;20,76;0,049;-138,594;0,7;20,44;0,385;131;142;1,083
08.11.2021;00:09;6829;6;0,55;20,76;0,049;-138,594;0,7;20,44;0,389;132;143;1,083
08.11.2021;00:15;6829;6;0,55;20,75;0,049;-138,594;0,7;20,43;0,393;132;145;1,099
08.11.2021;00:21;6829;6;0,55;20,75;0,049;-138,594;0,7;20,47;0,359;118;130;1,099
08.11.2021;00:27;6829;6;0,55;20,76;0,049;-138,594;0,7;20,46;0,363;123;132;1,078
08.11.2021;00:33;6829;6;0,55;20,76;0,049;-138,594;0,7;20,46;0,362;122;132;1,081
08.11.2021;00:39;6829;6;0,55;20,76;0,049;-138,594;0,7;20,47;0,355;120;128;1,072
08.11.2021;00:45;6829;6;0,55;20,76;0,049;-138,594;0,71;20,49;0,331;111;119;1,074
08.11.2021;00:51;6829;6;0,55;20,76;0,049;-138,594;0,7;20,51;0,308;100;109;1,093
08.11.2021;00:57;6829;6;0,55;20,76;0,049;-138,594;0,71;20,52;0,306;99;109;1,094
08.11.2021;01:03;6829;6;0,55;20,76;0,049;-138,594;0,7;20,52;0,294;95;103;1,079
08.11.2021;01:09;6829;6;0,55;20,76;0,049;-138,594;0,7;20,53;0,287;92;101;1,092
08.11.2021;01:15;6829;6;0,55;20,76;0,049;-138,594;0,7;20,54;0,284;91;99;1,083
08.11.2021;01:21;6829;6;0,55;20,76;0,049;-138,594;0,7;20,54;0,286;91;100;1,099
08.11.2021;01:27;6829;6;0,55;20,76;0,049;-138,594;0,7;20,5;0,319;104;114;1,097
08.11.2021;01:33;6829;6;0,55;20,76;0,049;-138,594;0,7;20,52;0,302;98;106;1,087
08.11.2021;01:39;6829;6;0,55;20,75;0,049;-138,594;0,7;20,5;0,318;105;113;1,08
08.11.2021;01:45;6829;6;0,55;20,76;0,049;-138,593;0,7;20,48;0,337;114;121;1,065
08.11.2021;01:51;6829;6;0,55;20,76;0,049;-138,594;0,7;20,46;0,354;123;128;1,042
08.11.2021;01:57;6829;6;0,55;20,75;0,049;-138,593;0,7;20,47;0,337;117;121;1,036
08.11.2021;02:03;6829;6;0,55;20,75;0,049;-138,594;0,7;20,47;0,342;121;123;1,018
08.11.2021;02:09;6829;6;0,55;20,76;0,049;-138,594;0,7;20,47;0,342;118;122;1,039
08.11.2021;02:15;6829;6;0,55;20,75;0,049;-138,594;0,7;20,44;0,376;131;137;1,052
08.11.2021;02:21;6829;6;0,55;20,76;0,049;-138,593;0,7;20,45;0,372;129;136;1,055
08.11.2021;02:27;6829;6;0,55;20,75;0,049;-138,594;0,7;20,46;0,359;122;130;1,064
08.11.2021;02:33;6829;6;0,55;20,75;0,049;-138,594;0,7;20,44;0,378;131;138;1,053
08.11.2021;02:39;6829;6;0,55;20,75;0,049;-138,594;0,7;20,43;0,38;135;139;1,03
08.11.2021;02:45;6829;6;0,55;20,75;0,049;-138,594;0,7;20,46;0,347;124;126;1,016
08.11.2021;02:51;6829;6;0,55;20,76;0,049;-138,594;0,7;20,46;0,344;125;124;0,99
08.11.2021;02:57;6829;6;0,55;20,76;0,049;-138,594;0,7;20,48;0,326;117;116;0,996
08.11.2021;03:03;6829;6;0,55;20,75;0,049;-138,594;0,7;20,46;0,347;122;125;1,021
08.11.2021;03:09;6829;6;0,55;20,76;0,049;-138,594;0,7;20,46;0,347;123;125;1,02
08.11.2021;03:15;6829;6;0,55;20,76;0,049;-138,594;0,7;20,47;0,342;121;123;1,018
08.11.2021;03:21;6829;6;0,55;20,76;0,049;-138,594;0,7;20,48;0,326;115;116;1,007
08.11.2021;03:27;6829;6;0,55;20,76;0,049;-138,594;0,7;20,51;0,293;102;103;1,005
