211103_TV2_Grp16_PHFD0,00+CD_SPF;;TX001;TX002;TX003;;;;;;;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;;;;;;;;
Box;Animal No.;Weight [g];Diet;Strain;Text3;;;;;;;;
2;6823;39,2;HFD 0,05;Text2-2;Text3-2;;;;;;;;
3;6825;30,4;HFD 0,05;Text2-3;Text3-3;;;;;;;;
4;6827;29,2;CD;Text2-4;Text3-4;;;;;;;;
5;6828;30,1;CD;Text2-5;Text3-5;;;;;;;;
6;6829;30,1;CD;Text2-6;Text3-6;;;;;;;;
;;;;;;;;;;;;;
Date;Time;Animal No.;Box;S.Flow;Ref.O2;Ref.CO2;Ref.TD;Flow;O2;CO2;VO2(3);VCO2(3);RER
;;;;[l/min];[%];[%];[°C];[l/min];[%];[%];[ml/h];[ml/h];
05.11.2021;03:51;6827;4;0,55;20,76;0,047;-138,594;0,7;20,55;0,254;86;87;1,008
05.11.2021;03:57;6827;4;0,55;20,76;0,047;-138,594;0,7;20,57;0,236;78;79;1,013
05.11.2021;04:03;6827;4;0,55;20,76;0,047;-138,594;0,7;20,56;0,247;82;83;1,011
05.11.2021;04:09;6827;4;0,55;20,76;0,047;-138,594;0,7;20,57;0,231;76;77;1,017
05.11.2021;04:15;6827;4;0,55;20,76;0,047;-138,594;0,7;20,52;0,291;99;103;1,038
05.11.2021;04:21;6827;4;0,55;20,76;0,047;-138,594;0,7;20,56;0,253;84;86;1,017
05.11.2021;04:27;6827;4;0,55;20,76;0,047;-138,594;0,7;20,56;0,243;82;83;1,005
05.11.2021;04:33;6827;4;0,55;20,76;0,047;-138,594;0,71;20,57;0,236;81;81;1,002
05.11.2021;04:39;6827;4;0,55;20,76;0,047;-138,594;0,69;20,53;0,281;96;97;1,014
05.11.2021;04:45;6827;4;0,55;20,76;0,047;-138,594;0,7;20,49;0,319;113;114;1,013
05.11.2021;04:51;6827;4;0,55;20,76;0,047;-138,594;0,7;20,45;0,359;127;131;1,031
05.11.2021;04:57;6827;4;0,55;20,76;0,047;-138,594;0,7;20,46;0,344;124;124;0,998
05.11.2021;05:03;6827;4;0,55;20,76;0,048;-138,594;0,7;20,48;0,315;116;113;0,97
05.11.2021;05:09;6827;4;0,55;20,76;0,048;-138,594;0,7;20,44;0,353;135;128;0,951
05.11.2021;05:15;6827;4;0,55;20,76;0,048;-138,594;0,7;20,45;0,349;132;127;0,959
05.11.2021;05:21;6827;4;0,55;20,76;0,048;-138,594;0,71;20,49;0,304;112;109;0,973
05.11.2021;05:27;6827;4;0,55;20,76;0,048;-138,594;0,7;20,49;0,31;112;110;0,981
05.11.2021;05:33;6827;4;0,55;20,76;0,048;-138,594;0,7;20,5;0,298;105;105;0,995
05.11.2021;05:39;6827;4;0,55;20,76;0,049;-138,594;0,7;20,54;0,263;92;90;0,972
05.11.2021;05:45;6827;4;0,55;20,76;0,049;-138,594;0,7;20,56;0,238;83;79;0,953
05.11.2021;05:51;6827;4;0,55;20,76;0,049;-138,594;0,71;20,56;0,236;84;80;0,948
05.11.2021;05:57;6827;4;0,55;20,76;0,049;-138,594;0,7;20,56;0,228;84;75;0,896
05.11.2021;06:03;6827;4;0,55;20,76;0,049;-138,594;0,7;20,55;0,242;90;82;0,91
05.11.2021;06:09;6827;4;0,55;20,76;0,049;-138,594;0,68;20,54;0,254;92;84;0,918
05.11.2021;06:15;6827;4;0,55;20,76;0,049;-138,594;0,7;20,56;0,23;86;77;0,89
05.11.2021;06:21;6827;4;0,55;20,76;0,048;-138,594;0,7;20,56;0,218;82;71;0,865
05.11.2021;06:27;6827;4;0,55;20,76;0,048;-138,594;0,7;20,59;0,193;74;61;0,828
05.11.2021;06:33;6827;4;0,55;20,76;0,048;-138,594;0,7;20,58;0,195;75;62;0,823
05.11.2021;06:39;6827;4;0,55;20,76;0,048;-138,594;0,7;20,58;0,197;76;63;0,822
05.11.2021;06:45;6827;4;0,55;20,76;0,048;-138,594;0,7;20,55;0,23;88;76;0,864
05.11.2021;06:51;6827;4;0,55;20,76;0,048;-138,594;0,7;20,53;0,247;97;84;0,865
05.11.2021;06:57;6827;4;0,55;20,76;0,048;-138,595;0,7;20,5;0,278;111;96;0,872
05.11.2021;07:03;6827;4;0,55;20,76;0,048;-138,595;0,7;20,49;0,294;116;104;0,89
05.11.2021;07:09;6827;4;0,55;20,76;0,049;-138,594;0,7;20,49;0,303;112;106;0,947
05.11.2021;07:15;6827;4;0,55;20,76;0,049;-138,594;0,7;20,49;0,305;111;108;0,967
05.11.2021;07:21;6827;4;0,55;20,76;0,049;-138,594;0,7;20,48;0,318;118;113;0,962
05.11.2021;07:27;6827;4;0,55;20,76;0,049;-138,594;0,7;20,54;0,26;92;88;0,962
05.11.2021;07:33;6827;4;0,55;20,76;0,049;-138,594;0,7;20,56;0,243;85;81;0,962
05.11.2021;07:39;6827;4;0,55;20,76;0,049;-138,594;0,7;20,55;0,243;86;82;0,95
05.11.2021;07:45;6827;4;0,55;20,76;0,049;-138,594;0,7;20,57;0,22;78;72;0,914
05.11.2021;07:51;6827;4;0,55;20,75;0,049;-138,594;0,7;20,58;0,207;77;67;0,87
05.11.2021;07:57;6827;4;0,55;20,76;0,049;-138,594;0,7;20,56;0,215;83;70;0,84
05.11.2021;08:03;6827;4;0,55;20,75;0,049;-138,594;0,71;20,58;0,2;77;64;0,825
05.11.2021;08:09;6827;4;0,55;20,75;0,05;-138,594;0,7;20,58;0,197;76;62;0,812
05.11.2021;08:15;6827;4;0,55;20,75;0,05;-138,594;0,7;20,58;0,196;77;61;0,796
05.11.2021;08:21;6827;4;0,55;20,75;0,049;-138,594;0,7;20,59;0,185;73;57;0,784
05.11.2021;08:27;6827;4;0,55;20,75;0,049;-138,594;0,7;20,59;0,181;71;55;0,774
05.11.2021;08:33;6827;4;0,55;20,75;0,049;-138,594;0,71;20,58;0,189;75;60;0,793
05.11.2021;08:39;6827;4;0,55;20,76;0,049;-138,594;0,7;20,58;0,188;75;58;0,78
05.11.2021;08:45;6827;4;0,55;20,76;0,049;-138,594;0,7;20,59;0,189;74;59;0,79
05.11.2021;08:51;6827;4;0,55;20,76;0,049;-138,594;0,71;20,58;0,191;76;60;0,793
05.11.2021;08:57;6827;4;0,55;20,76;0,049;-138,594;0,7;20,56;0,209;84;68;0,804
05.11.2021;09:03;6827;4;0,55;20,76;0,048;-138,595;0,7;20,55;0,229;89;76;0,855
05.11.2021;09:09;6827;4;0,55;20,76;0,048;-138,595;0,7;20,53;0,247;98;83;0,846
05.11.2021;09:15;6827;4;0,55;20,76;0,048;-138,595;0,7;20,57;0,207;81;67;0,818
05.11.2021;09:21;6827;4;0,55;20,76;0,049;-138,594;0,7;20,58;0,193;76;61;0,796
05.11.2021;09:27;6827;4;0,55;20,76;0,049;-138,594;0,7;20,58;0,19;76;59;0,786
05.11.2021;09:33;6827;4;0,55;20,76;0,049;-138,594;0,7;20,59;0,18;72;55;0,771
05.11.2021;09:39;6827;4;0,55;20,76;0,049;-138,594;0,7;20,59;0,181;71;55;0,774
05.11.2021;09:45;6827;4;0,55;20,76;0,048;-138,595;0,7;20,59;0,18;72;55;0,774
05.11.2021;09:51;6827;4;0,55;20,76;0,048;-138,594;0,69;20,59;0,182;71;55;0,774
05.11.2021;09:57;6827;4;0,55;20,76;0,048;-138,594;0,7;20,58;0,193;77;61;0,792
05.11.2021;10:03;6827;4;0,55;20,76;0,048;-138,594;0,7;20,58;0,189;77;59;0,773
05.11.2021;10:09;6827;4;0,55;20,76;0,047;-138,594;0,7;20,57;0,206;82;67;0,811
05.11.2021;10:15;6827;4;0,55;20,76;0,047;-138,594;0,7;20,58;0,192;78;61;0,786
05.11.2021;10:21;6827;4;0,55;20,76;0,047;-138,594;0,7;20,58;0,191;77;61;0,793
05.11.2021;10:27;6827;4;0,55;20,76;0,046;-138,594;0,7;20,55;0,225;91;75;0,831
05.11.2021;10:33;6827;4;0,55;20,76;0,046;-138,594;0,71;20,51;0,259;108;90;0,837
05.11.2021;10:39;6827;4;0,55;20,76;0,046;-138,594;0,71;20,5;0,276;112;97;0,867
05.11.2021;10:45;6827;4;0,55;20,76;0,046;-138,595;0,7;20,5;0,292;112;103;0,924
05.11.2021;10:51;6827;4;0,55;20,76;0,046;-138,594;0,7;20,53;0,264;100;92;0,916
05.11.2021;10:57;6827;4;0,55;20,76;0,046;-138,594;0,7;20,56;0,227;84;76;0,915
05.11.2021;11:03;6827;4;0,55;20,76;0,046;-138,595;0,7;20,59;0,199;71;64;0,899
05.11.2021;11:09;6827;4;0,55;20,76;0,046;-138,595;0,7;20,6;0,191;67;61;0,903
05.11.2021;11:15;6827;4;0,55;20,76;0,046;-138,595;0,7;20,59;0,197;73;63;0,865
05.11.2021;11:21;6827;4;0,55;20,76;0,046;-138,595;0,7;20,59;0,197;74;63;0,854
05.11.2021;11:27;6827;4;0,55;20,76;0,046;-138,594;0,7;20,58;0,201;78;65;0,833
05.11.2021;11:33;6827;4;0,55;20,76;0,046;-138,594;0,7;20,59;0,196;75;63;0,84
05.11.2021;11:39;6827;4;0,55;20,76;0,046;-138,595;0,7;20,54;0,241;96;82;0,856
05.11.2021;11:45;6827;4;0,55;20,76;0,046;-138,595;0,71;20,58;0,198;78;64;0,824
05.11.2021;11:51;6827;4;0,55;20,76;0,046;-138,595;0,7;20,58;0,196;77;63;0,822
05.11.2021;11:57;6827;4;0,55;20,76;0,046;-138,595;0,7;20,56;0,212;86;70;0,815
05.11.2021;12:03;6827;4;0,55;20,76;0,046;-138,595;0,7;20,57;0,207;82;67;0,817
05.11.2021;12:09;6827;4;0,55;20,76;0,046;-138,595;0,72;20,58;0,195;80;64;0,801
05.11.2021;12:15;6827;4;0,55;20,76;0,045;-138,595;0,69;20,58;0,194;77;62;0,805
05.11.2021;12:21;6827;4;0,55;20,76;0,045;-138,594;0,71;20,58;0,2;81;66;0,813
05.11.2021;12:27;6827;4;0,55;20,76;0,046;-138,595;0,7;20,58;0,195;78;63;0,801
05.11.2021;12:33;6827;4;0,55;20,76;0,046;-138,595;0,7;20,58;0,195;78;63;0,808
05.11.2021;12:39;6827;4;0,55;20,76;0,046;-138,595;0,7;20,55;0,237;92;80;0,87
05.11.2021;12:45;6827;4;0,55;20,76;0,046;-138,594;0,7;20,54;0,235;93;79;0,853
05.11.2021;12:51;6827;4;0,55;20,76;0,046;-138,595;0,7;20,56;0,217;88;72;0,823
05.11.2021;12:57;6827;4;0,55;20,76;0,046;-138,594;0,71;20,53;0,245;100;85;0,845
05.11.2021;13:03;6827;4;0,55;20,76;0,046;-138,595;0,7;20,57;0,209;83;68;0,823
05.11.2021;13:09;6827;4;0,55;20,76;0,046;-138,594;0,7;20,59;0,188;74;60;0,811
05.11.2021;13:15;6827;4;0,55;20,76;0,045;-138,595;0,7;20,61;0,169;66;52;0,787
05.11.2021;13:21;6827;4;0,55;20,76;0,045;-138,595;0,7;20,59;0,189;75;60;0,8
05.11.2021;13:27;6827;4;0,55;20,76;0,045;-138,595;0,71;20,59;0,189;76;61;0,8
05.11.2021;13:33;6827;4;0,55;20,76;0,045;-138,595;0,7;20,6;0,176;69;55;0,796
05.11.2021;13:39;6827;4;0,55;20,76;0,045;-138,595;0,71;20,59;0,192;76;62;0,823
05.11.2021;13:45;6827;4;0,55;20,76;0,045;-138,595;0,7;20,6;0,175;70;55;0,781
05.11.2021;13:51;6827;4;0,55;20,76;0,045;-138,595;0,7;20,57;0,212;82;70;0,854
05.11.2021;13:57;6827;4;0,55;20,76;0,045;-138,595;0,7;20,52;0,268;104;93;0,901
05.11.2021;14:03;6827;4;0,55;20,76;0,045;-138,595;0,69;20,5;0,296;110;104;0,95
05.11.2021;14:09;6827;4;0,55;20,76;0,045;-138,595;0,7;20,47;0,333;124;120;0,974
05.11.2021;14:15;6827;4;0,55;20,76;0,045;-138,595;0,7;20,52;0,283;104;100;0,964
05.11.2021;14:21;6827;4;0,55;20,76;0,045;-138,595;0,7;20,53;0,263;97;91;0,945
05.11.2021;14:27;6827;4;0,55;20,76;0,045;-138,595;0,71;20,57;0,219;80;74;0,923
05.11.2021;14:33;6827;4;0,55;20,76;0,045;-138,595;0,7;20,59;0,193;71;62;0,872
05.11.2021;14:39;6827;4;0,55;20,76;0,046;-138,595;0,7;20,6;0,181;68;56;0,833
05.11.2021;14:45;6827;4;0,55;20,76;0,046;-138,595;0,69;20,59;0,192;72;61;0,841
05.11.2021;14:51;6827;4;0,55;20,76;0,046;-138,595;0,7;20,59;0,191;74;61;0,824
05.11.2021;14:57;6827;4;0,55;20,76;0,046;-138,595;0,7;20,6;0,179;68;56;0,818
05.11.2021;15:03;6827;4;0,55;20,76;0,045;-138,595;0,7;20,6;0,182;73;58;0,798
05.11.2021;15:09;6827;4;0,55;20,76;0,045;-138,595;0,7;20,59;0,192;75;61;0,82
05.11.2021;15:15;6827;4;0,55;20,76;0,045;-138,595;0,7;20,59;0,187;74;60;0,811
05.11.2021;15:21;6827;4;0,55;20,76;0,045;-138,595;0,7;20,58;0,196;79;64;0,808
05.11.2021;15:27;6827;4;0,55;20,76;0,045;-138,595;0,7;20,53;0,245;100;84;0,842
05.11.2021;15:33;6827;4;0,55;20,76;0,045;-138,595;0,7;20,53;0,255;102;88;0,868
05.11.2021;15:39;6827;4;0,55;20,76;0,045;-138,595;0,7;20,51;0,282;109;100;0,913
05.11.2021;15:45;6827;4;0,55;20,76;0,045;-138,595;0,7;20,49;0,312;114;112;0,984
05.11.2021;15:51;6827;4;0,55;20,76;0,045;-138,595;0,7;20,49;0,319;115;115;1,001
05.11.2021;15:57;6827;4;0,55;20,76;0,045;-138,595;0,71;20,51;0,299;105;109;1,03
05.11.2021;16:03;6827;4;0,55;20,76;0,045;-138,595;0,7;20,57;0,233;79;79;0,99
05.11.2021;16:09;6827;4;0,55;20,76;0,045;-138,595;0,71;20,58;0,217;75;73;0,97
05.11.2021;16:15;6827;4;0,55;20,76;0,045;-138,595;0,7;20,59;0,211;74;70;0,94
05.11.2021;16:21;6827;4;0,55;20,76;0,046;-138,595;0,7;20,56;0,237;85;81;0,951
05.11.2021;16:27;6827;4;0,55;20,76;0,046;-138,595;0,69;20,59;0,204;72;66;0,914
05.11.2021;16:33;6827;4;0,55;20,76;0,045;-138,595;0,7;20,57;0,212;81;70;0,864
05.11.2021;16:39;6827;4;0,55;20,76;0,045;-138,595;0,71;20,57;0,217;84;73;0,864
05.11.2021;16:45;6827;4;0,55;20,76;0,046;-138,595;0,7;20,57;0,212;82;70;0,854
05.11.2021;16:51;6827;4;0,55;20,76;0,045;-138,595;0,7;20,57;0,217;82;72;0,878
05.11.2021;16:57;6827;4;0,55;20,76;0,046;-138,595;0,7;20,57;0,219;84;73;0,866
05.11.2021;17:03;6827;4;0,55;20,76;0,046;-138,595;0,7;20,55;0,232;91;78;0,855
05.11.2021;17:09;6827;4;0,55;20,76;0,046;-138,595;0,7;20,52;0,264;105;91;0,871
05.11.2021;17:15;6827;4;0,55;20,76;0,046;-138,595;0,7;20,51;0,275;105;96;0,916
05.11.2021;17:21;6827;4;0,55;20,76;0,046;-138,595;0,71;20,48;0,324;118;119;1,006
05.11.2021;17:27;6827;4;0,55;20,76;0,046;-138,595;0,7;20,47;0,334;122;121;0,989
05.11.2021;17:33;6827;4;0,55;20,76;0,047;-138,595;0,7;20,47;0,327;125;118;0,943
05.11.2021;17:39;6827;4;0,55;20,76;0,047;-138,595;0,7;20,47;0,322;120;115;0,959
05.11.2021;17:45;6827;4;0,55;20,76;0,047;-138,595;0,7;20,46;0,342;126;124;0,985
05.11.2021;17:51;6827;4;0,55;20,76;0,047;-138,595;0,7;20,46;0,35;124;127;1,02
05.11.2021;17:57;6827;4;0,55;20,76;0,047;-138,595;0,7;20,45;0,357;128;130;1,015
05.11.2021;18:03;6827;4;0,55;20,76;0,047;-138,595;0,71;20,46;0,347;124;127;1,019
05.11.2021;18:09;6827;4;0,55;20,76;0,047;-138,594;0,7;20,51;0,3;104;106;1,019
05.11.2021;18:15;6827;4;0,55;20,76;0,047;-138,595;0,71;20,54;0,27;93;94;1,008
05.11.2021;18:21;6827;4;0,55;20,76;0,047;-138,595;0,7;20,52;0,295;100;104;1,042
05.11.2021;18:27;6827;4;0,55;20,76;0,047;-138,594;0,71;20,51;0,309;104;111;1,071
05.11.2021;18:33;6827;4;0,55;20,76;0,047;-138,595;0,7;20,51;0,308;103;109;1,057
05.11.2021;18:39;6827;4;0,55;20,76;0,047;-138,595;0,71;20,54;0,274;90;96;1,061
05.11.2021;18:45;6827;4;0,55;20,76;0,047;-138,595;0,69;20,53;0,285;92;99;1,074
05.11.2021;18:51;6827;4;0,55;20,76;0,047;-138,595;0,7;20,51;0,313;105;112;1,065
05.11.2021;18:57;6827;4;0,55;20,76;0,047;-138,594;0,7;20,47;0,348;118;126;1,071
05.11.2021;19:03;6827;4;0,55;20,76;0,048;-138,595;0,7;20,45;0,372;130;137;1,056
05.11.2021;19:09;6827;4;0,55;20,76;0,047;-138,594;0,7;20,47;0,351;121;128;1,055
05.11.2021;19:15;6827;4;0,55;20,76;0,048;-138,595;0,71;20,5;0,319;110;115;1,047
05.11.2021;19:21;6827;4;0,55;20,76;0,048;-138,594;0,7;20,53;0,28;93;97;1,051
05.11.2021;19:27;6827;4;0,55;20,76;0,048;-138,595;0,7;20,55;0,26;84;88;1,049
05.11.2021;19:33;6827;4;0,55;20,76;0,049;-138,595;0,7;20,53;0,291;96;102;1,06
05.11.2021;19:39;6827;4;0,55;20,76;0,049;-138,595;0,71;20,5;0,323;110;118;1,07
05.11.2021;19:45;6827;4;0,55;20,76;0,049;-138,594;0,7;20,47;0,354;119;128;1,081
05.11.2021;19:51;6827;4;0,55;20,76;0,049;-138,594;0,7;20,44;0,385;131;141;1,078
05.11.2021;19:57;6827;4;0,55;20,76;0,049;-138,594;0,7;20,46;0,371;125;136;1,089
05.11.2021;20:03;6827;4;0,55;20,76;0,049;-138,594;0,7;20,45;0,368;127;134;1,054
05.11.2021;20:09;6827;4;0,55;20,76;0,049;-138,594;0,7;20,43;0,387;135;143;1,056
05.11.2021;20:15;6827;4;0,55;20,76;0,049;-138,594;0,7;20,45;0,371;129;135;1,051
05.11.2021;20:21;6827;4;0,55;20,76;0,049;-138,594;0,69;20,47;0,351;120;126;1,048
05.11.2021;20:27;6827;4;0,55;20,76;0,049;-138,594;0,7;20,47;0,344;118;124;1,048
05.11.2021;20:33;6827;4;0,55;20,76;0,05;-138,594;0,7;20,47;0,349;121;126;1,041
05.11.2021;20:39;6827;4;0,55;20,76;0,05;-138,594;0,71;20,52;0,288;98;101;1,031
05.11.2021;20:45;6827;4;0,55;20,76;0,05;-138,594;0,7;20,55;0,263;87;89;1,024
05.11.2021;20:51;6827;4;0,55;20,76;0,05;-138,594;0,7;20,53;0,283;92;97;1,061
05.11.2021;20:57;6827;4;0,55;20,76;0,05;-138,594;0,7;20,55;0,259;84;88;1,042
05.11.2021;21:03;6827;4;0,55;20,76;0,05;-138,594;0,71;20,55;0,264;86;91;1,06
05.11.2021;21:09;6827;4;0,55;20,76;0,05;-138,594;0,7;20,53;0,29;93;101;1,078
05.11.2021;21:15;6827;4;0,55;20,76;0,05;-138,594;0,7;20,54;0,273;88;94;1,064
05.11.2021;21:21;6827;4;0,55;20,76;0,049;-138,594;0,71;20,55;0,264;84;91;1,081
05.11.2021;21:27;6827;4;0,55;20,76;0,05;-138,594;0,7;20,56;0,256;83;87;1,047
05.11.2021;21:33;6827;4;0,55;20,76;0,05;-138,594;0,7;20,55;0,265;85;90;1,055
05.11.2021;21:39;6827;4;0,55;20,76;0,05;-138,594;0,71;20,56;0,254;81;86;1,062
05.11.2021;21:45;6827;4;0,55;20,76;0,05;-138,594;0,7;20,56;0,255;81;86;1,063
05.11.2021;21:51;6827;4;0,55;20,76;0,051;-138,594;0,7;20,55;0,27;86;92;1,074
05.11.2021;21:57;6827;4;0,55;20,76;0,051;-138,594;0,7;20,5;0,315;104;111;1,07
05.11.2021;22:03;6827;4;0,55;20,75;0,051;-138,594;0,7;20,49;0,333;109;118;1,083
05.11.2021;22:09;6827;4;0,55;20,76;0,051;-138,594;0,71;20,46;0,363;125;133;1,066
05.11.2021;22:15;6827;4;0,55;20,75;0,051;-138,594;0,71;20,45;0,372;127;136;1,074
05.11.2021;22:21;6827;4;0,55;20,75;0,051;-138,594;0,7;20,44;0,374;129;136;1,057
05.11.2021;22:27;6827;4;0,55;20,75;0,052;-138,594;0,7;20,45;0,374;127;136;1,066
05.11.2021;22:33;6827;4;0,55;20,75;0,052;-138,594;0,71;20,44;0,381;133;140;1,057
05.11.2021;22:39;6827;4;0,55;20,75;0,052;-138,594;0,7;20,44;0,386;131;141;1,077
05.11.2021;22:45;6827;4;0,55;20,75;0,052;-138,594;0,7;20,44;0,383;132;139;1,054
05.11.2021;22:51;6827;4;0,55;20,75;0,052;-138,594;0,7;20,42;0,397;138;145;1,051
05.11.2021;22:57;6827;4;0,55;20,75;0,052;-138,594;0,68;20,41;0,405;139;145;1,046
05.11.2021;23:03;6827;4;0,55;20,75;0,051;-138,594;0,71;20,42;0,402;142;149;1,046
05.11.2021;23:09;6827;4;0,55;20,75;0,051;-138,594;0,69;20,42;0,4;137;144;1,05
05.11.2021;23:15;6827;4;0,55;20,75;0,051;-138,594;0,7;20,41;0,408;142;150;1,059
05.11.2021;23:21;6827;4;0,55;20,75;0,051;-138,594;0,7;20,41;0,416;144;153;1,058
05.11.2021;23:27;6827;4;0,55;20,76;0,051;-138,594;0,7;20,43;0,386;135;140;1,043
05.11.2021;23:33;6827;4;0,55;20,75;0,051;-138,594;0,7;20,43;0,394;135;145;1,074
05.11.2021;23:39;6827;4;0,55;20,75;0,051;-138,594;0,7;20,41;0,406;143;149;1,042
05.11.2021;23:45;6827;4;0,55;20,75;0,051;-138,594;0,71;20,44;0,373;132;136;1,035
05.11.2021;23:51;6827;4;0,55;20,76;0,051;-138,594;0,7;20,43;0,378;135;137;1,021
05.11.2021;23:57;6827;4;0,55;20,75;0,051;-138,594;0,7;20,44;0,376;133;137;1,028
06.11.2021;00:03;6827;4;0,55;20,75;0,051;-138,594;0,7;20,43;0,381;133;138;1,038
06.11.2021;00:09;6827;4;0,55;20,75;0,051;-138,594;0,7;20,44;0,379;131;138;1,056
06.11.2021;00:15;6827;4;0,55;20,76;0,051;-138,595;0,7;20,44;0,377;133;137;1,032
06.11.2021;00:21;6827;4;0,55;20,75;0,051;-138,595;0,71;20,43;0,385;136;142;1,039
06.11.2021;00:27;6827;4;0,55;20,75;0,051;-138,594;0,7;20,47;0,351;120;126;1,051
06.11.2021;00:33;6827;4;0,55;20,75;0,052;-138,594;0,7;20,43;0,384;136;140;1,026
06.11.2021;00:39;6827;4;0,55;20,76;0,052;-138,594;0,7;20,44;0,378;133;137;1,032
06.11.2021;00:45;6827;4;0,55;20,75;0,052;-138,594;0,7;20,45;0,359;125;129;1,031
06.11.2021;00:51;6827;4;0,55;20,75;0,052;-138,594;0,7;20,45;0,373;128;135;1,054
06.11.2021;00:57;6827;4;0,55;20,75;0,052;-138,594;0,7;20,44;0,375;128;136;1,057
06.11.2021;01:03;6827;4;0,55;20,75;0,052;-138,595;0,69;20,45;0,362;123;128;1,046
06.11.2021;01:09;6827;4;0,55;20,76;0,052;-138,595;0,71;20,46;0,36;126;131;1,038
06.11.2021;01:15;6827;4;0,55;20,75;0,051;-138,595;0,71;20,45;0,368;129;134;1,041
06.11.2021;01:21;6827;4;0,55;20,76;0,051;-138,595;0,7;20,43;0,39;136;142;1,048
06.11.2021;01:27;6827;4;0,55;20,76;0,052;-138,595;0,7;20,49;0,328;111;116;1,042
06.11.2021;01:33;6827;4;0,55;20,76;0,051;-138,595;0,7;20,51;0,309;103;108;1,055
06.11.2021;01:39;6827;4;0,55;20,75;0,051;-138,595;0,72;20,54;0,27;91;95;1,037
06.11.2021;01:45;6827;4;0,55;20,75;0,051;-138,595;0,7;20,54;0,277;90;95;1,055
06.11.2021;01:51;6827;4;0,55;20,76;0,051;-138,595;0,7;20,54;0,271;89;92;1,035
06.11.2021;01:57;6827;4;0,55;20,75;0,051;-138,595;0,7;20,54;0,273;89;93;1,053
06.11.2021;02:03;6827;4;0,55;20,76;0,051;-138,595;0,7;20,53;0,287;95;99;1,041
06.11.2021;02:09;6827;4;0,55;20,76;0,051;-138,595;0,7;20,54;0,272;89;93;1,041
06.11.2021;02:15;6827;4;0,55;20,76;0,051;-138,595;0,7;20,54;0,272;88;93;1,052
06.11.2021;02:21;6827;4;0,55;20,76;0,051;-138,595;0,7;20,57;0,244;78;81;1,038
06.11.2021;02:27;6827;4;0,55;20,76;0,051;-138,595;0,7;20,54;0,283;91;98;1,081
06.11.2021;02:33;6827;4;0,55;20,76;0,051;-138,595;0,7;20,49;0,326;109;116;1,069
06.11.2021;02:39;6827;4;0,55;20,76;0,051;-138,595;0,7;20,5;0,322;107;114;1,059
06.11.2021;02:45;6827;4;0,55;20,76;0,051;-138,594;0,71;20,5;0,316;106;112;1,06
06.11.2021;02:51;6827;4;0,55;20,76;0,051;-138,594;0,7;20,52;0,289;97;101;1,038
06.11.2021;02:57;6827;4;0,55;20,76;0,051;-138,594;0,7;20,54;0,269;87;91;1,044
06.11.2021;03:03;6827;4;0,55;20,76;0,051;-138,594;0,7;20,56;0,256;82;86;1,049
06.11.2021;03:09;6827;4;0,55;20,75;0,051;-138,595;0,7;20,54;0,271;89;92;1,031
06.11.2021;03:15;6827;4;0,55;20,75;0,051;-138,594;0,7;20,46;0,361;121;131;1,086
06.11.2021;03:21;6827;4;0,55;20,76;0,051;-138,594;0,71;20,45;0,368;129;134;1,041
06.11.2021;03:27;6827;4;0,55;20,75;0,051;-138,595;0,71;20,42;0,373;141;136;0,966
06.11.2021;03:33;6827;4;0,55;20,74;0,051;-138,58;0,7;20,39;0,421;145;155;1,068
06.11.2021;03:39;6827;4;0,55;20,74;0,051;-138,582;0,7;20,4;0,398;141;146;1,037
06.11.2021;03:45;6827;4;0,55;20,74;0,051;-138,582;0,7;20,41;0,397;140;145;1,038
06.11.2021;03:51;6827;4;0,55;20,74;0,051;-138,582;0,7;20,39;0,42;147;155;1,05
06.11.2021;03:57;6827;4;0,55;20,74;0,052;-138,582;0,7;20,43;0,371;132;135;1,018
06.11.2021;04:03;6827;4;0,55;20,74;0,051;-138,582;0,7;20,44;0,358;126;129;1,026
06.11.2021;04:09;6827;4;0,55;20,74;0,051;-138,583;0,7;20,44;0,366;125;132;1,052
06.11.2021;04:15;6827;4;0,55;20,74;0,051;-138,583;0,71;20,42;0,377;134;138;1,03
06.11.2021;04:21;6827;4;0,55;20,74;0,051;-138,584;0,7;20,46;0,349;119;125;1,052
06.11.2021;04:27;6827;4;0,55;20,74;0,052;-138,584;0,7;20,44;0,361;127;130;1,026
06.11.2021;04:33;6827;4;0,55;20,74;0,052;-138,584;0,7;20,43;0,365;129;132;1,019
06.11.2021;04:39;6827;4;0,55;20,74;0,052;-138,584;0,7;20,46;0,34;119;121;1,011
06.11.2021;04:45;6827;4;0,55;20,74;0,052;-138,584;0,7;20,48;0,322;112;113;1,012
06.11.2021;04:51;6827;4;0,55;20,74;0,052;-138,584;0,71;20,49;0,299;105;104;0,993
06.11.2021;04:57;6827;4;0,55;20,74;0,053;-138,585;0,71;20,51;0,276;99;95;0,96
06.11.2021;05:03;6827;4;0,55;20,74;0,053;-138,585;0,7;20,54;0,252;88;84;0,948
06.11.2021;05:09;6827;4;0,55;20,74;0,053;-138,586;0,7;20,53;0,259;91;87;0,947
06.11.2021;05:15;6827;4;0,55;20,74;0,053;-138,586;0,7;20,54;0,242;84;79;0,935
06.11.2021;05:21;6827;4;0,55;20,74;0,053;-138,586;0,71;20,55;0,237;86;79;0,919
